Frequency (Hz),VNG Harmonics
23.177083333333336,90.39474
23.209635416666668,101.024734
23.2421875,71.692566
23.274739583333336,202.73698
23.307291666666668,340.3608
23.33984375,246.8659
23.372395833333336,426.3295
23.404947916666668,841.80554
23.4375,1730.6385
23.470052083333336,983.2756
23.502604166666668,355.19278
23.53515625,745.75323
23.567708333333336,219.2081
23.600260416666668,723.2217
23.6328125,219.60979
23.665364583333336,306.635
23.697916666666668,192.02122
23.73046875,416.1996
23.763020833333336,221.51622
23.795572916666668,330.59387
23.828125,135.82507
23.860677083333336,415.1912
23.893229166666668,328.70135
23.92578125,347.58105
23.958333333333336,172.31854
23.990885416666668,450.02542
24.0234375,134.9915
24.055989583333336,281.85342
24.088541666666668,73.22888
24.12109375,388.15643
24.153645833333336,295.72195
24.186197916666668,387.02988
24.21875,212.44211
24.251302083333336,274.94815
24.283854166666668,279.79825
24.31640625,395.6755
24.348958333333336,349.6351
24.381510416666668,472.07312
24.4140625,200.01599
24.446614583333336,464.67126
24.479166666666668,421.72855
24.51171875,610.8155
24.544270833333336,182.087
24.576822916666668,576.99603
24.609375,358.26828
24.641927083333336,605.97345
24.674479166666668,223.88991
24.70703125,470.5799
24.739583333333336,434.32974
24.772135416666668,498.01514
24.8046875,270.4992
24.837239583333336,427.15158
24.869791666666668,291.96017
24.90234375,512.3182
24.934895833333336,361.60422
24.967447916666668,474.02417
25.0,437.90662
25.032552083333336,526.38873
25.065104166666668,517.09094
25.097656250000004,601.62366
25.130208333333336,552.27124
25.162760416666668,728.30505
25.195312500000004,594.77637
25.227864583333336,772.4033
25.260416666666668,900.53864
25.292968750000004,1102.9589
25.325520833333336,1943.5222
25.358072916666668,4712.7695
25.390625000000004,6581.828
25.423177083333336,1654.3594
25.455729166666668,1115.5886
25.488281250000004,646.67053
25.520833333333336,495.78885
25.553385416666668,552.95886
25.585937500000004,455.9168
25.618489583333336,510.4746
25.651041666666668,453.30023
25.683593750000004,398.3763
25.716145833333336,322.56073
25.748697916666668,554.22614
25.781250000000004,520.5617
25.813802083333336,443.33313
25.846354166666668,291.80032
25.878906250000004,420.5821
25.911458333333336,272.74295
25.944010416666668,419.43393
25.976562500000004,341.04126
26.009114583333336,343.00577
26.041666666666668,207.51408
26.074218750000004,325.4938
26.106770833333336,284.41916
26.139322916666668,150.75653
26.171875000000004,33.91772
26.204427083333336,334.3165
26.236979166666668,115.53581
26.269531250000004,321.32645
26.302083333333336,161.55441
26.334635416666668,290.9911
26.367187500000004,24.631788
26.399739583333336,417.92136
26.432291666666668,167.50946
26.464843750000004,285.3885
26.497395833333336,105.35949
26.529947916666668,218.98409
26.562500000000004,114.87586
26.595052083333336,153.9472
26.627604166666668,117.33639
26.660156250000004,265.99396
26.692708333333336,197.76195
26.725260416666668,265.07144
26.757812500000004,111.68467
26.790364583333336,336.5352
26.822916666666668,126.012505
26.855468750000004,348.464
26.888020833333336,73.980125
26.920572916666668,348.52002
26.953125000000004,160.06802
26.985677083333336,229.04237
27.018229166666668,153.0717
27.050781250000004,188.69781
27.083333333333336,195.58801
27.115885416666668,278.6496
27.148437500000004,306.5579
27.180989583333336,133.27547
27.213541666666668,495.5607
27.246093750000004,307.50873
27.278645833333336,517.0128
27.311197916666668,364.74994
27.343750000000004,761.4133
27.376302083333336,521.48157
27.408854166666668,376.26636
27.441406250000004,644.891
27.473958333333336,205.98492
27.506510416666668,576.1307
27.539062500000004,234.65366
27.571614583333336,525.75745
27.604166666666668,274.80612
27.636718750000004,356.51645
27.669270833333336,235.9646
27.701822916666668,422.00424
27.734375000000004,280.18463
27.766927083333336,523.888
27.799479166666668,267.20602
27.832031250000004,687.5479
27.864583333333336,297.1934
27.897135416666668,543.4594
27.929687500000004,282.99777
27.962239583333336,448.71124
27.994791666666668,305.00443
28.027343750000004,498.15363
28.059895833333336,210.39879
28.092447916666668,624.33527
28.125000000000004,245.17424
28.157552083333336,585.1099
28.190104166666668,231.839
28.222656250000004,653.6085
28.255208333333336,139.19026
28.287760416666668,429.90665
28.320312500000004,195.3419
28.352864583333336,546.3083
28.385416666666668,34.785717
28.417968750000004,444.0626
28.450520833333336,324.7174
28.483072916666668,533.54004
28.515625000000004,175.58257
28.548177083333336,753.9551
28.580729166666668,120.411644
28.613281250000004,633.7995
28.645833333333336,97.30077
28.678385416666668,644.8537
28.710937500000004,129.50766
28.743489583333336,676.3377
28.776041666666668,42.416836
28.808593750000004,752.129
28.841145833333336,287.76096
28.873697916666668,433.71503
28.906250000000004,248.45566
28.938802083333336,560.6003
28.971354166666668,267.9494
29.003906250000004,668.41815
29.036458333333336,523.8585
29.069010416666668,960.7708
29.101562500000004,445.71323
29.134114583333336,1047.8213
29.166666666666668,907.64246
29.199218750000004,1505.9865
29.231770833333336,2602.571
29.264322916666668,8958.024
29.296875000000004,7278.6865
29.329427083333336,2022.7501
29.361979166666668,1654.7677
29.394531250000004,795.9337
29.427083333333336,1085.638
29.459635416666668,469.6693
29.492187500000004,597.77026
29.524739583333336,414.6641
29.557291666666668,592.2585
29.589843750000004,278.58154
29.622395833333336,427.89658
29.654947916666668,88.58525
29.687500000000004,367.10214
29.720052083333336,238.72198
29.752604166666668,276.2364
29.785156250000004,237.96912
29.817708333333336,321.80283
29.850260416666668,173.50478
29.882812500000004,301.43314
29.915364583333336,156.11284
29.947916666666668,203.10481
29.980468750000004,136.58144
30.013020833333336,327.5919
30.045572916666668,88.04098
30.078125000000004,127.197296
30.110677083333336,384.56543
30.143229166666668,339.3479
30.175781250000004,294.47812
30.208333333333336,342.36456
30.240885416666668,175.98666
30.273437500000004,283.18866
30.305989583333336,292.4596
30.338541666666668,382.5013
30.371093750000004,367.99182
30.403645833333336,319.07663
30.436197916666668,257.36066
30.468750000000004,493.34995
30.501302083333336,427.9042
30.533854166666668,475.1625
30.566406250000004,406.76306
30.598958333333336,411.5655
30.631510416666668,315.53085
30.664062500000004,443.17972
30.696614583333336,435.55124
30.729166666666668,448.6955
30.761718750000004,419.33386
30.794270833333336,547.16315
30.826822916666668,324.3681
30.859375000000004,436.88492
30.891927083333336,576.6201
30.924479166666668,698.3271
30.957031250000004,389.4369
30.989583333333336,628.6709
31.022135416666668,351.23996
31.054687500000004,535.5705
31.087239583333336,591.7145
31.119791666666668,510.6166
31.152343750000004,495.6429
31.184895833333336,606.7634
31.217447916666668,1118.9608
31.250000000000004,265.93292
31.282552083333336,99.46
31.315104166666668,457.53513
31.347656250000004,130.88278
31.380208333333336,461.43195
31.412760416666668,261.49527
31.445312500000004,511.02414
31.477864583333336,347.427
31.510416666666668,232.92014
31.542968750000004,440.76685
31.575520833333336,387.60602
31.608072916666668,403.1056
31.640625000000004,263.05396
31.673177083333336,198.41975
31.705729166666668,281.02405
31.738281250000004,380.6672
31.770833333333336,329.2332
31.803385416666668,324.79657
31.835937500000004,372.9997
31.868489583333336,200.83936
31.901041666666668,367.074
31.933593750000004,329.03802
31.966145833333336,372.01932
31.998697916666668,361.83234
32.03125,136.3786
32.063802083333336,206.3832
32.09635416666667,302.61426
32.12890625,201.25768
32.161458333333336,267.4907
32.19401041666667,282.07764
32.2265625,141.60175
32.259114583333336,352.94968
32.29166666666667,169.20924
32.32421875,147.74553
32.356770833333336,10.591804
32.38932291666667,257.91772
32.421875,41.456787
32.454427083333336,43.52438
32.48697916666667,45.16252
32.51953125,175.61865
32.552083333333336,74.8136
32.58463541666667,137.01569
32.6171875,406.63086
32.649739583333336,70.90936
32.68229166666667,206.10754
32.71484375,220.0506
32.747395833333336,254.07237
32.77994791666667,199.96756
32.8125,562.9474
32.845052083333336,315.93616
32.87760416666667,312.99017
32.91015625,28.025793
32.942708333333336,528.0384
32.97526041666667,312.57147
33.0078125,1054.4415
33.040364583333336,521.0632
33.07291666666667,1021.3048
33.10546875,916.5949
33.138020833333336,2590.5503
33.17057291666667,7469.737
33.203125,5109.3193
33.235677083333336,1952.7012
33.26822916666667,966.62024
33.30078125,1300.0828
33.333333333333336,487.48932
33.36588541666667,1260.2251
33.3984375,655.1065
33.430989583333336,674.2067
33.46354166666667,299.47177
33.49609375,760.4965
33.528645833333336,381.6541
33.56119791666667,748.98975
33.59375,381.55972
33.626302083333336,664.2729
33.65885416666667,499.50406
33.69140625,470.09845
33.723958333333336,520.8204
33.75651041666667,693.4841
33.7890625,532.706
33.821614583333336,635.43195
33.85416666666667,645.985
33.88671875,678.21747
33.919270833333336,577.63763
33.95182291666667,638.3216
33.984375,662.6405
34.016927083333336,550.5402
34.04947916666667,336.82355
34.08203125,691.4565
34.114583333333336,562.6636
34.14713541666667,615.1796
34.1796875,659.363
34.212239583333336,400.1953
34.24479166666667,836.4895
34.27734375,507.34583
34.309895833333336,556.70416
34.34244791666667,737.3936
34.375,638.3774
34.407552083333336,471.09097
34.44010416666667,595.81647
34.47265625,455.08005
34.505208333333336,708.8218
34.53776041666667,474.4437
34.5703125,398.58
34.602864583333336,365.94998
34.63541666666667,635.368
34.66796875,417.29694
34.700520833333336,516.8457
34.73307291666667,464.9543
34.765625,409.67703
34.798177083333336,137.8474
34.83072916666667,356.73495
34.86328125,315.4158
34.895833333333336,387.37512
34.92838541666667,191.45816
34.9609375,462.31268
34.993489583333336,265.52917
35.02604166666667,507.13287
35.05859375,128.48126
35.091145833333336,912.2095
35.12369791666667,1990.0773
35.15625,1693.8853
35.188802083333336,754.76514
35.22135416666667,521.2083
35.25390625,446.78693
35.286458333333336,287.4622
35.31901041666667,409.094
35.3515625,296.67728
35.384114583333336,254.61343
35.41666666666667,171.22034
35.44921875,111.40348
35.481770833333336,290.3937
35.51432291666667,31.02846
35.546875,292.34116
35.579427083333336,158.43683
35.61197916666667,93.24358
35.64453125,89.39346
35.677083333333336,141.3243
35.70963541666667,213.34488
35.7421875,221.44879
35.774739583333336,74.59711
35.80729166666667,108.65445
35.83984375,188.90503
35.872395833333336,116.70679
35.90494791666667,192.4234
