Frequency (Hz),VRG Harmonics
3.9388020833333335,289.1372
3.971354166666667,165.64218
4.00390625,208.57944
4.036458333333334,153.16417
4.069010416666667,161.41702
4.1015625,158.51546
4.134114583333334,202.6148
4.166666666666667,164.66371
4.19921875,153.86755
4.231770833333334,154.94432
4.264322916666667,184.31352
4.296875,154.62212
4.329427083333334,163.65309
4.361979166666667,150.28828
4.39453125,154.12169
4.427083333333334,147.21204
4.459635416666667,180.38791
4.4921875,138.39339
4.524739583333334,185.85866
4.557291666666667,171.07755
4.58984375,163.83003
4.622395833333334,165.03047
4.654947916666667,193.41586
4.6875,176.36963
4.720052083333334,222.97302
4.752604166666667,190.42213
4.78515625,186.81265
4.817708333333334,193.18813
4.850260416666667,208.9017
4.8828125,194.00876
4.915364583333334,213.78781
4.947916666666667,214.04936
4.98046875,211.60722
5.013020833333334,253.78499
5.045572916666667,239.06326
5.078125,245.36212
5.110677083333334,256.13657
5.143229166666667,275.446
5.17578125,270.21353
5.208333333333334,295.27393
5.240885416666667,315.36414
5.2734375,347.90198
5.305989583333334,354.89252
5.338541666666667,378.90576
5.37109375,376.95804
5.403645833333334,438.65167
5.436197916666667,435.65005
5.46875,508.06622
5.501302083333334,540.89655
5.533854166666667,605.3835
5.56640625,613.17804
5.598958333333334,745.5291
5.631510416666667,879.45374
5.6640625,956.18726
5.696614583333334,1168.93
5.729166666666667,1454.2712
5.76171875,1955.0072
5.794270833333334,3030.339
5.826822916666667,6406.498
5.859375,52584.418
5.891927083333334,5213.7495
5.924479166666667,2704.919
5.95703125,1863.281
5.989583333333334,1437.0793
6.022135416666667,1114.3121
6.0546875,900.4339
6.087239583333334,845.32434
6.119791666666667,695.0874
6.15234375,662.22217
6.184895833333334,575.8494
6.217447916666667,599.8147
6.25,414.12723
6.282552083333334,442.34586
6.315104166666667,367.13474
6.347656250000001,403.8188
6.380208333333334,376.5892
6.412760416666667,373.50937
6.445312500000001,322.1155
6.477864583333334,338.63953
6.510416666666667,297.05658
6.542968750000001,377.44138
6.575520833333334,203.80096
6.608072916666667,292.90167
6.640625000000001,223.40697
6.673177083333334,283.50848
6.705729166666667,258.51132
6.738281250000001,250.65533
6.770833333333334,189.51486
6.803385416666667,254.78957
6.835937500000001,171.21747
6.868489583333334,232.23282
6.901041666666667,168.82782
6.933593750000001,245.40671
6.966145833333334,170.40143
6.998697916666667,217.54063
7.031250000000001,160.04352
7.063802083333334,195.07246
7.096354166666667,164.8826
7.128906250000001,194.06032
7.161458333333334,170.91663
7.194010416666667,187.00992
7.226562500000001,145.51512
7.259114583333334,170.76453
7.291666666666667,147.29915
7.324218750000001,188.44933
7.356770833333334,147.42673
7.389322916666667,160.9837
7.421875000000001,129.06223
7.454427083333334,168.77248
7.486979166666667,118.9858
7.519531250000001,168.53065
7.552083333333334,146.3431
7.584635416666667,200.01364
7.617187500000001,144.57706
7.649739583333334,160.11967
7.682291666666667,135.56493
7.714843750000001,151.53232
7.747395833333334,182.01848
7.779947916666667,217.51607
7.812500000000001,875.3411
7.845052083333334,157.25981
7.877604166666667,99.26952
7.910156250000001,134.58662
7.942708333333334,148.48683
7.975260416666667,141.70949
8.0078125,120.25779
8.040364583333334,127.33985
8.072916666666668,143.24281
8.10546875,112.64877
8.138020833333334,134.56995
8.170572916666668,126.08409
8.203125,148.83603
8.235677083333334,139.95055
8.268229166666668,131.9712
8.30078125,137.59656
8.333333333333334,142.13489
8.365885416666668,128.81981
8.3984375,137.03378
8.430989583333334,144.56108
8.463541666666668,145.94565
8.49609375,133.89479
8.528645833333334,135.3423
8.561197916666668,142.83092
8.59375,149.54526
8.626302083333334,138.30412
8.658854166666668,152.19688
8.69140625,142.77554
8.723958333333334,151.75064
8.756510416666668,151.03596
8.7890625,180.95667
8.821614583333334,161.82787
8.854166666666668,156.60529
8.88671875,155.55469
8.919270833333334,166.29881
8.951822916666668,166.60107
8.984375,167.67477
9.016927083333334,157.5056
9.049479166666668,203.96324
9.08203125,181.62372
9.114583333333334,209.54509
9.147135416666668,205.74776
9.1796875,213.4759
9.212239583333334,233.45772
9.244791666666668,243.5038
9.27734375,248.45604
9.309895833333334,263.64993
9.342447916666668,287.15805
9.375,274.05194
9.407552083333334,339.65152
9.440104166666668,339.74454
9.47265625,407.1321
9.505208333333334,415.19745
9.537760416666668,494.00464
9.5703125,518.2098
9.602864583333334,686.75995
9.635416666666668,792.1674
9.66796875,1164.6315
9.700520833333334,1546.1033
9.733072916666668,3784.032
9.765625,15701.465
9.798177083333334,2578.648
9.830729166666668,1282.407
9.86328125,916.63684
9.895833333333334,684.22675
9.928385416666668,524.0813
9.9609375,400.28946
9.993489583333334,391.39258
10.026041666666668,362.32184
10.05859375,283.54492
10.091145833333334,256.60007
10.123697916666668,228.4004
10.15625,232.74028
10.188802083333334,198.48804
10.221354166666668,180.91162
10.25390625,138.9836
10.286458333333334,168.7081
10.319010416666668,150.10657
10.3515625,131.00227
10.384114583333334,115.41943
10.416666666666668,109.406166
10.44921875,126.24447
10.481770833333334,70.66766
10.514322916666668,97.61614
10.546875,55.61478
10.579427083333334,59.11244
10.611979166666668,107.65385
10.64453125,63.100346
10.677083333333334,80.146355
10.709635416666668,73.66743
10.7421875,55.596466
10.774739583333334,50.210423
10.807291666666668,74.551384
10.83984375,55.880417
10.872395833333334,54.91004
10.904947916666668,45.724213
10.9375,72.56391
10.970052083333334,32.21517
11.002604166666668,52.275074
11.03515625,52.519012
11.067708333333334,8.8302355
11.100260416666668,66.67461
11.1328125,31.729399
11.165364583333334,38.185314
11.197916666666668,26.526989
11.23046875,63.943043
11.263020833333334,15.341449
11.295572916666668,51.12453
11.328125,14.589889
11.360677083333334,14.611906
11.393229166666668,8.742165
11.42578125,5.664934
11.458333333333334,18.198788
11.490885416666668,48.709774
11.5234375,19.073435
11.555989583333334,9.162834
11.588541666666668,30.339558
11.62109375,58.638096
11.653645833333334,133.75174
11.686197916666668,390.6143
11.71875,1636.6573
11.751302083333334,366.10364
11.783854166666668,203.23067
11.81640625,167.06233
11.848958333333334,124.99482
11.881510416666668,126.64952
11.9140625,116.098564
11.946614583333334,133.18669
11.979166666666668,85.76595
12.01171875,117.56235
12.044270833333334,88.08556
12.076822916666668,102.994156
12.109375,100.609436
12.141927083333334,99.50334
12.174479166666668,87.1812
12.20703125,83.25121
12.239583333333334,92.88775
12.272135416666668,109.9139
12.3046875,76.74769
12.337239583333334,89.758644
12.369791666666668,87.912506
12.40234375,83.911835
12.434895833333334,76.03567
12.467447916666668,97.81374
12.5,103.07164
12.532552083333334,121.69835
12.565104166666668,113.00239
12.597656250000002,93.98065
12.630208333333334,108.79914
12.662760416666668,110.936104
12.695312500000002,70.182396
12.727864583333334,122.78961
12.760416666666668,120.473
12.792968750000002,131.06424
12.825520833333334,112.23609
12.858072916666668,124.41824
12.890625000000002,149.32135
12.923177083333334,132.72003
12.955729166666668,135.35127
12.988281250000002,158.5731
13.020833333333334,135.18335
13.053385416666668,200.86792
13.085937500000002,158.7682
13.118489583333334,216.32315
13.151041666666668,201.73367
13.183593750000002,170.63771
13.216145833333334,232.50793
13.248697916666668,210.80641
13.281250000000002,277.2542
13.313802083333334,272.14825
13.346354166666668,310.30478
13.378906250000002,319.3141
13.411458333333334,378.5247
13.444010416666668,474.6086
13.476562500000002,491.7225
13.509114583333334,567.0677
13.541666666666668,750.08954
13.574218750000002,996.6747
13.606770833333334,1618.7014
13.639322916666668,3716.7837
13.671875000000002,10831.659
13.704427083333334,2226.7554
13.736979166666668,1238.5168
13.769531250000002,864.3258
13.802083333333334,613.372
13.834635416666668,534.2818
13.867187500000002,385.51544
13.899739583333334,410.22266
13.932291666666668,320.36194
13.964843750000002,294.40903
13.997395833333334,256.71225
14.029947916666668,265.7788
14.062500000000002,221.85318
14.095052083333334,223.05484
14.127604166666668,184.91086
14.160156250000002,164.6978
14.192708333333334,161.81316
14.225260416666668,160.35161
14.257812500000002,137.07341
14.290364583333334,143.86035
14.322916666666668,139.6382
14.355468750000002,119.704994
14.388020833333334,123.25009
14.420572916666668,105.59164
14.453125000000002,113.185524
14.485677083333334,123.55313
14.518229166666668,147.79123
14.550781250000002,101.98274
14.583333333333334,102.0836
14.615885416666668,97.76701
14.648437500000002,87.36113
14.680989583333334,107.08042
14.713541666666668,98.26724
14.746093750000002,21.935627
14.778645833333334,95.8656
14.811197916666668,85.05431
14.843750000000002,90.57705
14.876302083333334,59.595367
14.908854166666668,91.03478
14.941406250000002,44.50366
14.973958333333334,90.21339
15.006510416666668,54.940376
15.039062500000002,75.80369
15.071614583333334,51.090813
15.104166666666668,118.02841
15.136718750000002,82.89434
15.169270833333334,87.32194
15.201822916666668,34.161633
15.234375000000002,92.35896
15.266927083333334,75.09703
15.299479166666668,84.37407
15.332031250000002,73.60015
15.364583333333334,90.10792
15.397135416666668,63.389378
15.429687500000002,110.15791
15.462239583333334,98.13808
15.494791666666668,96.21227
15.527343750000002,128.8702
15.559895833333334,78.58727
15.592447916666668,281.69327
15.625000000000002,331.32715
15.657552083333334,149.32045
15.690104166666668,108.31771
15.722656250000002,57.758583
15.755208333333334,100.101974
15.787760416666668,18.76987
15.820312500000002,93.951324
15.852864583333334,28.693388
15.885416666666668,75.19431
15.917968750000002,40.22243
15.950520833333334,73.26402
15.983072916666668,15.647591
16.015625,81.39261
16.048177083333336,26.390415
16.080729166666668,90.70454
16.11328125,27.016273
16.145833333333336,74.99454
16.178385416666668,46.352905
16.2109375,47.93855
16.243489583333336,48.472355
16.276041666666668,84.032074
16.30859375,36.852345
16.341145833333336,49.136127
16.373697916666668,57.29584
16.40625,52.737347
16.438802083333336,40.234135
16.471354166666668,52.45004
16.50390625,35.631985
16.536458333333336,54.68613
16.569010416666668,45.201298
16.6015625,45.62523
16.634114583333336,49.98896
16.666666666666668,43.38959
16.69921875,35.85634
16.731770833333336,26.168785
16.764322916666668,43.15511
16.796875,18.776934
16.829427083333336,62.34169
16.861979166666668,55.067055
16.89453125,53.86823
16.927083333333336,12.874947
16.959635416666668,42.736176
16.9921875,11.256959
17.024739583333336,47.631058
17.057291666666668,32.91988
17.08984375,52.35253
17.122395833333336,44.905514
17.154947916666668,81.421104
17.1875,11.019802
17.220052083333336,58.221317
17.252604166666668,48.932617
17.28515625,103.8278
17.317708333333336,63.763218
17.350260416666668,105.13792
17.3828125,86.05673
17.415364583333336,189.70369
17.447916666666668,160.76056
17.48046875,303.8323
17.513020833333336,398.24774
17.545572916666668,1221.9558
17.578125,2195.461
17.610677083333336,632.6287
17.643229166666668,285.20587
17.67578125,306.97452
17.708333333333336,196.35695
17.740885416666668,185.74507
17.7734375,211.80037
17.805989583333336,97.34062
17.838541666666668,109.21093
17.87109375,86.13872
17.903645833333336,131.92574
17.936197916666668,84.90761
17.96875,98.2624
18.001302083333336,72.29964
18.033854166666668,135.26476
18.06640625,57.747818
18.098958333333336,105.24977
18.131510416666668,71.820625
18.1640625,123.45297
18.196614583333336,70.44103
18.229166666666668,105.984116
18.26171875,30.314018
18.294270833333336,97.731804
18.326822916666668,48.982395
18.359375,84.639946
18.391927083333336,34.121124
18.424479166666668,68.619095
18.45703125,47.623234
18.489583333333336,95.57073
18.522135416666668,33.940613
18.5546875,108.39801
18.587239583333336,25.468836
18.619791666666668,81.06602
18.65234375,61.19638
18.684895833333336,94.21868
18.717447916666668,30.972776
18.75,71.36799
18.782552083333336,48.175327
18.815104166666668,75.387474
18.84765625,48.035404
18.880208333333336,88.08001
18.912760416666668,13.286358
18.9453125,66.39809
18.977864583333336,31.636604
19.010416666666668,60.212307
19.04296875,81.96585
19.075520833333336,92.65203
19.108072916666668,21.89285
19.140625,86.24291
19.173177083333336,12.967947
19.205729166666668,74.962364
19.23828125,41.994953
19.270833333333336,92.92131
19.303385416666668,18.092377
19.3359375,48.610035
19.368489583333336,11.23138
19.401041666666668,90.51355
19.43359375,53.22098
19.466145833333336,116.42294
19.498697916666668,159.27145
19.53125,590.9147
19.563802083333336,156.16751
19.596354166666668,141.59715
19.62890625,68.497925
19.661458333333336,85.30452
19.694010416666668,67.442375
19.7265625,71.09617
19.759114583333336,87.70851
19.791666666666668,90.74184
19.82421875,70.276634
19.856770833333336,64.38353
19.889322916666668,56.818733
19.921875,86.713425
19.954427083333336,51.894833
19.986979166666668,36.68992
20.01953125,52.37853
20.052083333333336,50.74686
20.084635416666668,89.13198
20.1171875,63.885216
20.149739583333336,65.39054
20.182291666666668,55.549423
20.21484375,75.022194
20.247395833333336,57.480938
20.279947916666668,105.090935
20.3125,85.36951
20.345052083333336,79.031136
20.377604166666668,69.1988
20.41015625,79.31227
20.442708333333336,55.429214
20.475260416666668,100.58203
20.5078125,86.24617
20.540364583333336,93.39484
20.572916666666668,62.459423
20.60546875,96.39727
20.638020833333336,56.015877
20.670572916666668,116.804695
20.703125,83.554436
20.735677083333336,129.31577
20.768229166666668,72.83725
20.80078125,113.564964
20.833333333333336,65.13487
20.865885416666668,122.222626
20.8984375,101.998085
20.930989583333336,146.82407
20.963541666666668,72.978745
20.99609375,141.17505
21.028645833333336,109.964
21.061197916666668,188.32538
21.09375,92.602684
21.126302083333336,202.4954
21.158854166666668,154.74608
21.19140625,244.33708
21.223958333333336,163.05856
21.256510416666668,321.65182
21.2890625,288.4334
21.321614583333336,400.58127
21.354166666666668,425.28036
21.38671875,704.8725
21.419270833333336,949.907
21.451822916666668,2861.0818
21.484375,4204.898
21.516927083333336,1165.0762
21.549479166666668,663.3794
21.58203125,492.51105
21.614583333333336,386.326
21.647135416666668,280.0584
21.6796875,248.59554
21.712239583333336,168.46275
21.744791666666668,235.23605
21.77734375,137.46187
21.809895833333336,209.4476
21.842447916666668,108.20439
21.875,198.54984
21.907552083333336,85.128914
21.940104166666668,140.56252
21.97265625,54.335007
22.005208333333336,153.31136
22.037760416666668,68.00442
22.0703125,142.70927
22.102864583333336,67.3312
22.135416666666668,103.83959
22.16796875,46.54584
22.200520833333336,120.33828
22.233072916666668,38.61835
22.265625,85.962975
22.298177083333336,29.07028
22.330729166666668,125.54368
22.36328125,48.70486
22.395833333333336,82.727455
22.428385416666668,33.328037
22.4609375,65.27622
22.493489583333336,6.361931
22.526041666666668,96.6972
22.55859375,20.34412
22.591145833333336,74.61082
22.623697916666668,5.8140607
22.65625,99.11048
22.688802083333336,20.786
22.721354166666668,79.1426
22.75390625,33.515022
22.786458333333336,63.014862
22.819010416666668,23.10866
22.8515625,68.66924
22.884114583333336,13.780711
22.916666666666668,43.38987
22.94921875,20.417816
22.981770833333336,68.01583
23.014322916666668,33.565266
23.046875,55.74996
23.079427083333336,40.76397
23.111979166666668,70.23141
23.14453125,23.532038
23.177083333333336,21.28259
23.209635416666668,24.209908
23.2421875,28.29416
23.274739583333336,45.440655
23.307291666666668,31.88115
23.33984375,49.635517
23.372395833333336,105.9165
23.404947916666668,255.50243
23.4375,555.8597
23.470052083333336,52.1706
23.502604166666668,145.71756
23.53515625,28.714184
23.567708333333336,119.219154
23.600260416666668,38.164406
23.6328125,148.62709
23.665364583333336,7.866683
23.697916666666668,128.8819
23.73046875,34.705677
23.763020833333336,120.27606
23.795572916666668,28.830303
23.828125,96.43439
23.860677083333336,17.993206
23.893229166666668,105.08146
23.92578125,94.0678
23.958333333333336,121.06934
23.990885416666668,38.360367
24.0234375,102.6773
24.055989583333336,44.29047
24.088541666666668,119.492516
24.12109375,45.870842
24.153645833333336,125.296005
24.186197916666668,33.644596
24.21875,116.73563
24.251302083333336,47.551502
24.283854166666668,140.2025
24.31640625,77.57742
24.348958333333336,129.12825
24.381510416666668,68.72238
24.4140625,123.28591
24.446614583333336,61.653824
24.479166666666668,95.706505
24.51171875,46.219166
24.544270833333336,84.84449
24.576822916666668,46.54512
24.609375,115.76096
24.641927083333336,46.968662
24.674479166666668,116.29529
24.70703125,55.783966
24.739583333333336,113.48896
24.772135416666668,55.802963
24.8046875,116.73013
24.837239583333336,46.50899
24.869791666666668,111.22267
24.90234375,46.229656
24.934895833333336,143.8535
24.967447916666668,60.525703
25.0,128.33049
25.032552083333336,62.542957
25.065104166666668,148.40976
25.097656250000004,86.92659
25.130208333333336,189.10321
25.162760416666668,110.90563
25.195312500000004,203.13902
25.227864583333336,152.24239
25.260416666666668,339.0986
25.292968750000004,214.31999
25.325520833333336,715.83374
25.358072916666668,1336.03
25.390625000000004,2178.6985
25.423177083333336,550.3844
25.455729166666668,406.81927
25.488281250000004,320.7136
25.520833333333336,239.44574
25.553385416666668,157.15186
25.585937500000004,117.476105
25.618489583333336,148.83406
25.651041666666668,118.61139
25.683593750000004,108.990326
25.716145833333336,71.95993
25.748697916666668,109.41521
25.781250000000004,56.674603
25.813802083333336,107.71968
25.846354166666668,76.7559
25.878906250000004,52.40267
25.911458333333336,29.847164
25.944010416666668,125.03624
25.976562500000004,17.771645
26.009114583333336,91.08672
26.041666666666668,34.57454
26.074218750000004,83.46959
26.106770833333336,27.61593
26.139322916666668,96.05524
26.171875000000004,25.80619
26.204427083333336,96.84504
26.236979166666668,3.4984703
26.269531250000004,131.68082
26.302083333333336,24.642296
26.334635416666668,116.75501
26.367187500000004,73.86365
26.399739583333336,54.250515
26.432291666666668,31.534014
26.464843750000004,90.22754
26.497395833333336,25.31247
26.529947916666668,115.69144
26.562500000000004,46.559822
26.595052083333336,80.85005
26.627604166666668,10.880242
26.660156250000004,108.20026
26.692708333333336,37.869164
26.725260416666668,131.42838
26.757812500000004,49.75532
26.790364583333336,125.93573
26.822916666666668,71.679985
26.855468750000004,102.37708
26.888020833333336,33.404003
26.920572916666668,136.24802
26.953125000000004,64.71469
26.985677083333336,150.12833
27.018229166666668,106.828514
27.050781250000004,108.32992
27.083333333333336,86.77946
27.115885416666668,126.19639
27.148437500000004,124.036125
27.180989583333336,103.558914
27.213541666666668,145.85628
27.246093750000004,70.14679
27.278645833333336,195.78886
27.311197916666668,235.49716
27.343750000000004,411.50925
27.376302083333336,219.81676
27.408854166666668,111.53912
27.441406250000004,180.91487
27.473958333333336,60.945965
27.506510416666668,158.81665
27.539062500000004,44.180847
27.571614583333336,127.54125
27.604166666666668,7.6184864
27.636718750000004,116.37363
27.669270833333336,47.701553
27.701822916666668,139.58649
27.734375000000004,68.43191
27.766927083333336,63.130527
27.799479166666668,78.50877
27.832031250000004,136.9495
27.864583333333336,35.444534
27.897135416666668,161.08238
27.929687500000004,72.84717
27.962239583333336,94.48445
27.994791666666668,52.760956
28.027343750000004,133.29037
28.059895833333336,57.776066
28.092447916666668,134.99266
28.125000000000004,62.477367
28.157552083333336,70.82313
28.190104166666668,53.99967
28.222656250000004,115.7045
28.255208333333336,60.152348
28.287760416666668,119.43286
28.320312500000004,39.484344
28.352864583333336,144.71552
28.385416666666668,38.760414
28.417968750000004,89.64339
28.450520833333336,57.618763
28.483072916666668,110.19492
28.515625000000004,31.996664
28.548177083333336,83.98713
28.580729166666668,20.557226
28.613281250000004,90.37686
28.645833333333336,15.150987
28.678385416666668,108.79326
28.710937500000004,23.088856
28.743489583333336,97.13634
28.776041666666668,52.637527
28.808593750000004,105.62488
28.841145833333336,63.77557
28.873697916666668,173.08493
28.906250000000004,42.066963
28.938802083333336,152.6116
28.971354166666668,62.551247
29.003906250000004,188.6847
29.036458333333336,52.720554
29.069010416666668,259.07312
29.101562500000004,130.99974
29.134114583333336,271.46075
29.166666666666668,210.51604
29.199218750000004,397.47308
29.231770833333336,469.83817
29.264322916666668,1759.8425
29.296875000000004,1619.1385
29.329427083333336,439.88052
29.361979166666668,346.5007
29.394531250000004,123.4602
29.427083333333336,247.47708
29.459635416666668,74.44756
29.492187500000004,186.41745
29.524739583333336,30.483282
29.557291666666668,163.76749
29.589843750000004,24.526237
29.622395833333336,144.64116
29.654947916666668,15.473439
29.687500000000004,155.73628
29.720052083333336,86.607796
29.752604166666668,155.95267
29.785156250000004,69.91932
29.817708333333336,127.136246
29.850260416666668,31.396612
29.882812500000004,134.08461
29.915364583333336,64.07625
29.947916666666668,94.62087
29.980468750000004,50.93698
30.013020833333336,108.483955
30.045572916666668,52.619568
30.078125000000004,126.95023
30.110677083333336,117.78479
30.143229166666668,137.47864
30.175781250000004,66.95632
30.208333333333336,116.11113
30.240885416666668,44.916702
30.273437500000004,131.58073
30.305989583333336,72.296616
30.338541666666668,161.30017
30.371093750000004,80.37203
30.403645833333336,100.43759
30.436197916666668,77.651695
30.468750000000004,145.08713
30.501302083333336,83.69612
30.533854166666668,104.13932
30.566406250000004,67.95525
30.598958333333336,113.66431
30.631510416666668,136.94284
30.664062500000004,91.32714
30.696614583333336,89.93788
30.729166666666668,111.244484
30.761718750000004,72.67424
30.794270833333336,126.61003
30.826822916666668,127.39437
30.859375000000004,116.49328
30.891927083333336,117.99364
30.924479166666668,136.22377
30.957031250000004,95.73448
30.989583333333336,104.47599
31.022135416666668,118.70232
31.054687500000004,150.50822
31.087239583333336,94.38219
31.119791666666668,123.772255
31.152343750000004,95.62052
31.184895833333336,159.80783
31.217447916666668,239.25089
31.250000000000004,504.15567
31.282552083333336,222.63942
31.315104166666668,148.42314
31.347656250000004,134.25859
31.380208333333336,134.60655
31.412760416666668,180.37141
31.445312500000004,132.17426
31.477864583333336,59.657295
31.510416666666668,130.6617
31.542968750000004,107.149475
31.575520833333336,121.84396
31.608072916666668,99.82426
31.640625000000004,115.62873
31.673177083333336,73.94375
31.705729166666668,88.52456
31.738281250000004,155.69344
31.770833333333336,126.16025
31.803385416666668,126.82278
31.835937500000004,122.96327
31.868489583333336,115.01174
31.901041666666668,156.72911
31.933593750000004,91.261856
31.966145833333336,149.08742
31.998697916666668,123.70484
32.03125,134.88922
32.063802083333336,46.961643
32.09635416666667,157.79861
32.12890625,130.63635
32.161458333333336,102.47347
32.19401041666667,72.42147
32.2265625,102.81096
32.259114583333336,91.06742
32.29166666666667,62.646526
32.32421875,121.649826
32.356770833333336,156.94817
32.38932291666667,65.94602
32.421875,171.34697
32.454427083333336,135.37915
32.48697916666667,132.4286
32.51953125,113.65185
32.552083333333336,155.515
32.58463541666667,80.9705
32.6171875,161.8474
32.649739583333336,120.20447
32.68229166666667,147.56642
32.71484375,179.7677
32.747395833333336,125.55753
32.77994791666667,11.992444
32.8125,206.50061
32.845052083333336,54.33348
32.87760416666667,183.80037
32.91015625,95.30382
32.942708333333336,191.8737
32.97526041666667,117.1843
33.0078125,244.24931
33.040364583333336,83.75652
33.07291666666667,217.89119
33.10546875,153.48058
33.138020833333336,473.68066
33.17057291666667,868.5532
33.203125,558.23444
33.235677083333336,354.73523
33.26822916666667,82.37422
33.30078125,263.18933
33.333333333333336,107.46833
33.36588541666667,202.60336
33.3984375,94.96714
33.430989583333336,201.81152
33.46354166666667,145.58142
33.49609375,191.70663
33.528645833333336,81.41843
33.56119791666667,174.92476
33.59375,158.18654
33.626302083333336,227.3625
33.65885416666667,101.78149
33.69140625,127.27232
33.723958333333336,101.06837
33.75651041666667,143.88638
33.7890625,99.056854
33.821614583333336,129.06485
33.85416666666667,87.65874
33.88671875,100.80703
33.919270833333336,109.49821
33.95182291666667,146.40915
33.984375,109.71106
34.016927083333336,184.52344
34.04947916666667,115.45254
34.08203125,151.60774
34.114583333333336,126.764755
34.14713541666667,130.1245
34.1796875,157.59471
34.212239583333336,126.15414
34.24479166666667,128.45364
34.27734375,139.70502
34.309895833333336,132.14406
34.34244791666667,121.94986
34.375,116.27085
34.407552083333336,174.92639
34.44010416666667,119.237305
34.47265625,103.91464
34.505208333333336,127.9416
34.53776041666667,127.74748
34.5703125,86.92132
34.602864583333336,153.31923
34.63541666666667,120.381645
34.66796875,102.32443
34.700520833333336,153.20859
34.73307291666667,115.90272
34.765625,136.99841
34.798177083333336,147.9693
34.83072916666667,181.28372
34.86328125,125.59
34.895833333333336,135.15778
34.92838541666667,93.6702
34.9609375,181.53564
34.993489583333336,155.14339
35.02604166666667,159.90613
35.05859375,134.9619
35.091145833333336,207.01509
35.12369791666667,186.92064
35.15625,198.51704
35.188802083333336,160.89212
35.22135416666667,57.73771
35.25390625,93.46963
35.286458333333336,129.78291
35.31901041666667,196.04889
35.3515625,115.98434
35.384114583333336,107.99501
35.41666666666667,70.05244
35.44921875,129.986
35.481770833333336,99.69473
35.51432291666667,131.81201
35.546875,93.91114
35.579427083333336,107.29333
35.61197916666667,46.239063
35.64453125,167.3063
35.677083333333336,103.79984
35.70963541666667,158.37721
35.7421875,144.91069
35.774739583333336,95.54769
35.80729166666667,111.84213
35.83984375,110.564995
35.872395833333336,121.83324
35.90494791666667,133.83018
35.9375,91.06941
35.970052083333336,114.82217
36.00260416666667,91.030846
36.03515625,103.168274
