Frequency (Hz),VAG Harmonics
5.2734375,5768.561
5.305989583333334,5733.7
5.338541666666667,5130.895
5.37109375,5590.041
5.403645833333334,5592.5884
5.436197916666667,5954.8135
5.46875,4925.0107
5.501302083333334,5596.496
5.533854166666667,5160.7485
5.56640625,5893.8706
5.598958333333334,5323.8535
5.631510416666667,5570.7036
5.6640625,5609.6274
5.696614583333334,4870.9766
5.729166666666667,4764.5386
5.76171875,5019.7485
5.794270833333334,4799.1763
5.826822916666667,3543.6055
5.859375,2301.4172
5.891927083333334,5328.5415
5.924479166666667,4919.8276
5.95703125,4962.0205
5.989583333333334,5008.05
6.022135416666667,5162.5894
6.0546875,4866.28
6.087239583333334,6111.5137
6.119791666666667,4107.1255
6.15234375,4965.4043
6.184895833333334,4074.5347
6.217447916666667,5050.85
6.25,4374.16
6.282552083333334,4016.9622
6.315104166666667,3396.4775
6.347656250000001,6065.032
6.380208333333334,3429.8801
6.412760416666667,3114.41
6.445312500000001,6544.4707
6.477864583333334,3467.8652
6.510416666666667,5608.7065
6.542968750000001,4258.9463
6.575520833333334,5553.1465
6.608072916666667,4882.9414
6.640625000000001,3364.861
6.673177083333334,4661.708
6.705729166666667,3957.19
6.738281250000001,5345.203
6.770833333333334,3964.7097
6.803385416666667,4549.0234
6.835937500000001,4758.364
6.868489583333334,4817.246
6.901041666666667,4556.0024
6.933593750000001,4953.0107
6.966145833333334,4659.375
6.998697916666667,4548.024
7.031250000000001,3974.9214
7.063802083333334,4711.9917
7.096354166666667,4367.4595
7.128906250000001,4269.669
7.161458333333334,3954.568
7.194010416666667,4292.3086
7.226562500000001,4378.617
7.259114583333334,4455.5664
7.291666666666667,4497.047
7.324218750000001,4594.7095
7.356770833333334,4353.1895
7.389322916666667,3920.2449
7.421875000000001,4200.8325
7.454427083333334,4092.8735
7.486979166666667,4387.0254
7.519531250000001,4121.32
7.552083333333334,4481.34
7.584635416666667,4089.0134
7.617187500000001,4317.574
7.649739583333334,4266.006
7.682291666666667,3987.5447
7.714843750000001,4262.1323
7.747395833333334,4054.6858
7.779947916666667,3667.6865
7.812500000000001,9656.815
7.845052083333334,4107.236
7.877604166666667,5015.0024
7.910156250000001,4233.694
7.942708333333334,4837.362
7.975260416666667,3968.3809
8.0078125,4774.454
8.040364583333334,4148.651
8.072916666666668,4990.184
8.10546875,3893.6895
8.138020833333334,4847.272
8.170572916666668,3775.59
8.203125,5087.587
8.235677083333334,4257.6904
8.268229166666668,4877.7715
8.30078125,3790.8523
8.333333333333334,4571.843
8.365885416666668,4201.775
8.3984375,4748.6064
8.430989583333334,4248.3047
8.463541666666668,4739.3013
8.49609375,4148.721
8.528645833333334,4732.924
8.561197916666668,4499.397
8.59375,5055.3506
8.626302083333334,4351.9
8.658854166666668,5057.195
8.69140625,4456.021
8.723958333333334,4906.494
8.756510416666668,4463.4873
8.7890625,5048.2334
8.821614583333334,4171.354
8.854166666666668,5113.612
8.88671875,4448.2783
8.919270833333334,5566.9062
8.951822916666668,4952.4624
8.984375,5451.243
9.016927083333334,4830.092
9.049479166666668,6154.7993
9.08203125,4926.1577
9.114583333333334,6125.815
9.147135416666668,4908.582
9.1796875,6243.4487
9.212239583333334,5304.0815
9.244791666666668,6085.601
9.27734375,5989.7534
9.309895833333334,6516.9756
9.342447916666668,6279.975
9.375,7135.515
9.407552083333334,7425.9146
9.440104166666668,8073.4854
9.47265625,8641.524
9.505208333333334,9078.871
9.537760416666668,9819.519
9.5703125,11836.533
9.602864583333334,13211.974
9.635416666666668,15913.864
9.66796875,20196.387
9.700520833333334,28963.797
9.733072916666668,63992.496
9.765625,267928.25
9.798177083333334,40876.438
9.830729166666668,18708.988
9.86328125,14115.283
9.895833333333334,8300.2705
9.928385416666668,6547.0527
9.9609375,4999.174
9.993489583333334,4525.531
10.026041666666668,3435.5356
10.05859375,2679.0032
10.091145833333334,2146.8691
10.123697916666668,2081.3262
10.15625,1829.4434
10.188802083333334,1249.3899
10.221354166666668,1271.999
10.25390625,173.30087
10.286458333333334,619.3761
10.319010416666668,521.386
10.3515625,694.3323
10.384114583333334,107.24032
10.416666666666668,620.24243
10.44921875,460.74234
10.481770833333334,250.9826
10.514322916666668,309.6295
10.546875,521.13696
10.579427083333334,514.9477
10.611979166666668,719.6841
10.64453125,747.9013
10.677083333333334,751.7533
10.709635416666668,851.38684
10.7421875,1119.7621
10.774739583333334,1090.9253
10.807291666666668,1179.7578
10.83984375,827.9189
10.872395833333334,1524.8116
10.904947916666668,959.2429
10.9375,1000.17804
10.970052083333334,1199.95
11.002604166666668,1149.5579
11.03515625,1519.6036
11.067708333333334,1920.4885
11.100260416666668,1232.2227
11.1328125,1528.2214
11.165364583333334,1198.125
11.197916666666668,1856.371
11.23046875,694.3414
11.263020833333334,2155.086
11.295572916666668,1161.6691
11.328125,2023.6946
11.360677083333334,1020.959
11.393229166666668,1967.89
11.42578125,1479.6261
11.458333333333334,1951.9768
11.490885416666668,1402.5065
11.5234375,2310.6323
11.555989583333334,1219.1731
11.588541666666668,2582.7305
11.62109375,1304.185
11.653645833333334,2964.5159
11.686197916666668,3285.5352
11.71875,9561.469
11.751302083333334,2219.9714
11.783854166666668,2067.3608
11.81640625,1474.118
11.848958333333334,2297.5056
11.881510416666668,1398.5518
11.9140625,2175.5662
11.946614583333334,1360.7847
11.979166666666668,2195.3098
12.01171875,1612.1045
12.044270833333334,2473.2507
12.076822916666668,1367.121
12.109375,2410.4377
12.141927083333334,1372.9694
12.174479166666668,2384.7273
12.20703125,1150.8042
12.239583333333334,2404.5342
12.272135416666668,1398.8516
12.3046875,2611.3303
12.337239583333334,1148.4376
12.369791666666668,2748.4785
12.40234375,1396.5802
12.434895833333334,2460.9504
12.467447916666668,1328.5238
12.5,2574.236
12.532552083333334,1504.4391
12.565104166666668,2672.4639
12.597656250000002,1505.6036
12.630208333333334,2834.0466
12.662760416666668,1516.4918
12.695312500000002,2601.5254
12.727864583333334,1579.351
12.760416666666668,2802.4248
12.792968750000002,1658.8938
12.825520833333334,2819.5012
12.858072916666668,1740.304
12.890625000000002,3272.2942
12.923177083333334,2076.0654
12.955729166666668,2789.7957
12.988281250000002,2305.2024
13.020833333333334,2701.739
13.053385416666668,2691.6787
13.085937500000002,2989.1626
13.118489583333334,2683.8167
13.151041666666668,3329.1611
13.183593750000002,2328.5256
13.216145833333334,3642.3164
13.248697916666668,2488.9233
13.281250000000002,3928.433
13.313802083333334,3300.3518
13.346354166666668,4219.1143
13.378906250000002,3805.5435
13.411458333333334,4580.5938
13.444010416666668,4618.2393
13.476562500000002,5860.3926
13.509114583333334,6323.62
13.541666666666668,7916.0073
13.574218750000002,9658.582
13.606770833333334,14993.875
13.639322916666668,33071.13
13.671875000000002,91688.74
13.704427083333334,18383.805
13.736979166666668,8771.235
13.769531250000002,6430.4434
13.802083333333334,3600.77
13.834635416666668,3436.4802
13.867187500000002,2191.6943
13.899739583333334,2232.754
13.932291666666668,1388.0449
13.964843750000002,1318.6495
13.997395833333334,926.2435
14.029947916666668,1104.0446
14.062500000000002,808.7082
14.095052083333334,869.4441
14.127604166666668,332.327
14.160156250000002,419.03934
14.192708333333334,620.4151
14.225260416666668,124.6177
14.257812500000002,393.84775
14.290364583333334,544.0905
14.322916666666668,366.46286
14.355468750000002,613.1516
14.388020833333334,668.1661
14.420572916666668,550.9458
14.453125000000002,569.66095
14.485677083333334,462.2809
14.518229166666668,844.22144
14.550781250000002,707.9983
14.583333333333334,721.41583
14.615885416666668,809.8566
14.648437500000002,928.7733
14.680989583333334,840.6502
14.713541666666668,1019.17645
14.746093750000002,1193.5748
14.778645833333334,909.88434
14.811197916666668,649.75006
14.843750000000002,1047.3483
14.876302083333334,793.50476
14.908854166666668,1320.0079
14.941406250000002,830.24255
14.973958333333334,1349.9078
15.006510416666668,784.1767
15.039062500000002,1036.0881
15.071614583333334,784.28613
15.104166666666668,786.15955
15.136718750000002,1131.721
15.169270833333334,826.0179
15.201822916666668,1235.2913
15.234375000000002,1206.2362
15.266927083333334,1055.4419
15.299479166666668,953.29504
15.332031250000002,1080.1846
15.364583333333334,962.57623
15.397135416666668,901.0724
15.429687500000002,878.1279
15.462239583333334,1257.8154
15.494791666666668,1315.0961
15.527343750000002,696.80316
15.559895833333334,1339.3577
15.592447916666668,903.9226
15.625000000000002,2842.882
15.657552083333334,1897.0995
15.690104166666668,1206.8156
15.722656250000002,905.03436
15.755208333333334,787.4991
15.787760416666668,1452.4673
15.820312500000002,1264.9265
15.852864583333334,1121.9515
15.885416666666668,910.5918
15.917968750000002,1259.3757
15.950520833333334,1169.0116
15.983072916666668,1193.0708
16.015625,1126.7566
16.048177083333336,1385.4983
16.080729166666668,1224.6752
16.11328125,1407.2664
16.145833333333336,1152.438
16.178385416666668,1176.9747
16.2109375,1159.303
16.243489583333336,1408.6034
16.276041666666668,1113.7812
16.30859375,1032.5898
16.341145833333336,1195.434
16.373697916666668,1030.0432
16.40625,1061.8622
16.438802083333336,1214.004
16.471354166666668,1210.8043
16.50390625,1127.5867
16.536458333333336,1141.9044
16.569010416666668,1180.8752
16.6015625,1146.9836
16.634114583333336,1269.7393
16.666666666666668,1035.0222
16.69921875,1205.0287
16.731770833333336,1002.646
16.764322916666668,1316.4739
16.796875,866.7447
16.829427083333336,1267.3228
16.861979166666668,1247.6282
16.89453125,1334.4917
16.927083333333336,1230.8949
16.959635416666668,898.10046
16.9921875,1142.9695
17.024739583333336,1004.5471
17.057291666666668,847.3696
17.08984375,1360.5468
17.122395833333336,839.06396
17.154947916666668,1584.1522
17.1875,993.862
17.220052083333336,1223.3046
17.252604166666668,619.70746
17.28515625,1522.1276
17.317708333333336,783.84503
17.350260416666668,1553.2225
17.3828125,583.2847
17.415364583333336,1898.864
17.447916666666668,987.50977
17.48046875,1942.4186
17.513020833333336,1396.9155
17.545572916666668,4695.1387
17.578125,3575.3706
17.610677083333336,559.9909
17.643229166666668,566.5404
17.67578125,700.84344
17.708333333333336,396.09012
17.740885416666668,1145.3372
17.7734375,429.43915
17.805989583333336,1226.8275
17.838541666666668,451.9022
17.87109375,1597.2314
17.903645833333336,542.4186
17.936197916666668,1678.1929
17.96875,355.02005
18.001302083333336,1868.0751
18.033854166666668,767.2661
18.06640625,1474.2683
18.098958333333336,354.62476
18.131510416666668,1483.568
18.1640625,754.32654
18.196614583333336,1236.0824
18.229166666666668,431.37607
18.26171875,1464.777
18.294270833333336,508.89554
18.326822916666668,1283.1141
18.359375,527.7012
18.391927083333336,1809.7328
18.424479166666668,334.25488
18.45703125,1669.2468
18.489583333333336,587.1682
18.522135416666668,1577.2078
18.5546875,704.7033
18.587239583333336,1587.7922
18.619791666666668,555.04315
18.65234375,1131.772
18.684895833333336,829.75824
18.717447916666668,1617.778
18.75,775.2653
18.782552083333336,1405.4673
18.815104166666668,431.17844
18.84765625,1391.1544
18.880208333333336,193.38159
18.912760416666668,1536.0032
18.9453125,582.1302
18.977864583333336,1315.1425
19.010416666666668,590.80206
19.04296875,1581.0662
19.075520833333336,667.70355
19.108072916666668,1324.5829
19.140625,392.1109
19.173177083333336,1347.7322
19.205729166666668,538.91364
19.23828125,1495.0637
19.270833333333336,685.26587
19.303385416666668,1347.5188
19.3359375,684.499
19.368489583333336,930.6499
19.401041666666668,301.14655
19.43359375,1638.147
19.466145833333336,656.14716
19.498697916666668,1453.7208
19.53125,2054.0964
19.563802083333336,1127.2079
19.596354166666668,641.65717
19.62890625,1280.1583
19.661458333333336,744.17413
19.694010416666668,1033.8099
19.7265625,667.06696
19.759114583333336,1261.5338
19.791666666666668,703.9692
19.82421875,944.6752
19.856770833333336,523.78284
19.889322916666668,1037.2631
19.921875,563.78314
19.954427083333336,1023.37195
19.986979166666668,896.4761
20.01953125,1111.2098
20.052083333333336,683.8088
20.084635416666668,1379.9406
20.1171875,516.6599
20.149739583333336,1168.1665
20.182291666666668,667.327
20.21484375,1194.8435
20.247395833333336,635.8951
20.279947916666668,1493.6036
20.3125,582.1569
20.345052083333336,1017.3452
20.377604166666668,575.0695
20.41015625,1208.8746
20.442708333333336,653.01
20.475260416666668,1461.0627
20.5078125,467.92197
20.540364583333336,1135.2433
20.572916666666668,681.2852
20.60546875,1309.6115
20.638020833333336,662.42993
20.670572916666668,1507.1543
20.703125,606.32336
20.735677083333336,1295.0552
20.768229166666668,567.52765
20.80078125,1432.9691
20.833333333333336,466.86172
20.865885416666668,1583.532
20.8984375,259.57147
20.930989583333336,1049.1798
20.963541666666668,578.6977
20.99609375,1598.5288
21.028645833333336,858.2992
21.061197916666668,1526.5854
21.09375,275.669
21.126302083333336,1617.981
21.158854166666668,308.14905
21.19140625,1562.4021
21.223958333333336,413.96414
21.256510416666668,1739.4463
21.2890625,702.78845
21.321614583333336,1910.5457
21.354166666666668,1059.099
21.38671875,3197.1208
21.419270833333336,2435.929
21.451822916666668,12743.649
21.484375,13667.337
21.516927083333336,6969.4927
21.549479166666668,1976.3599
21.58203125,3383.0857
21.614583333333336,1641.4993
21.647135416666668,2632.4404
21.6796875,921.87573
21.712239583333336,2046.3068
21.744791666666668,821.62445
21.77734375,1757.8434
21.809895833333336,1105.8263
21.842447916666668,1786.8193
21.875,828.5854
21.907552083333336,2178.417
21.940104166666668,505.68225
21.97265625,1372.2067
22.005208333333336,827.2505
22.037760416666668,1525.7336
22.0703125,994.49414
22.102864583333336,1982.4344
22.135416666666668,790.94006
22.16796875,1821.2731
22.200520833333336,664.18115
22.233072916666668,1700.3053
22.265625,543.73413
22.298177083333336,1521.8679
22.330729166666668,505.65714
22.36328125,1449.2029
22.395833333333336,716.1454
22.428385416666668,1553.3972
22.4609375,738.2788
22.493489583333336,1362.1753
22.526041666666668,573.8841
22.55859375,1256.6332
22.591145833333336,659.13324
22.623697916666668,1147.6472
22.65625,639.6119
22.688802083333336,1178.2249
22.721354166666668,961.1535
22.75390625,1054.2114
22.786458333333336,1111.2697
22.819010416666668,1218.0166
22.8515625,663.7624
22.884114583333336,1018.0965
22.916666666666668,889.8408
22.94921875,458.90887
22.981770833333336,1069.3988
23.014322916666668,1021.053
23.046875,1031.0336
23.079427083333336,953.3443
23.111979166666668,1001.97076
23.14453125,997.4468
23.177083333333336,1077.139
23.209635416666668,1092.19
23.2421875,907.01636
23.274739583333336,690.8677
23.307291666666668,1077.3184
23.33984375,777.39557
23.372395833333336,740.9826
23.404947916666668,561.0685
23.4375,2676.7905
23.470052083333336,1305.0
23.502604166666668,1271.0173
23.53515625,941.7638
23.567708333333336,1481.3998
23.600260416666668,764.5012
23.6328125,1608.8322
23.665364583333336,1052.412
23.697916666666668,1683.4283
23.73046875,1273.8036
23.763020833333336,1370.0856
23.795572916666668,1097.8068
23.828125,1412.0386
23.860677083333336,1160.1326
23.893229166666668,1539.3395
23.92578125,1091.4365
23.958333333333336,1450.0564
23.990885416666668,926.90485
24.0234375,1551.4818
24.055989583333336,801.99817
24.088541666666668,1808.1201
24.12109375,1181.646
24.153645833333336,1660.2369
24.186197916666668,1263.7654
24.21875,1587.7603
24.251302083333336,1117.475
24.283854166666668,1960.1874
24.31640625,1506.976
24.348958333333336,1647.2654
24.381510416666668,1356.4114
24.4140625,1905.3458
24.446614583333336,1878.5092
24.479166666666668,1191.9518
24.51171875,1361.8387
24.544270833333336,1281.516
24.576822916666668,1214.5507
24.609375,1396.1858
24.641927083333336,1450.3701
24.674479166666668,1514.8921
24.70703125,1704.4258
24.739583333333336,1059.6871
24.772135416666668,1204.1877
24.8046875,1493.8472
24.837239583333336,1460.8503
24.869791666666668,1254.846
24.90234375,1299.4066
24.934895833333336,1517.606
24.967447916666668,1521.6917
25.0,1026.9457
25.032552083333336,1277.1073
25.065104166666668,1314.9105
25.097656250000004,1702.7579
25.130208333333336,1268.2129
25.162760416666668,1811.2451
25.195312500000004,1163.3008
25.227864583333336,1595.8264
25.260416666666668,1660.1301
25.292968750000004,2620.0908
25.325520833333336,2765.674
25.358072916666668,10946.939
25.390625000000004,5832.911
25.423177083333336,3295.005
25.455729166666668,1014.56885
25.488281250000004,1161.724
25.520833333333336,1335.2957
25.553385416666668,1249.9977
25.585937500000004,1161.8447
25.618489583333336,811.8872
25.651041666666668,1368.8303
25.683593750000004,949.27405
25.716145833333336,1172.8295
25.748697916666668,864.05023
25.781250000000004,1095.1292
25.813802083333336,562.2218
25.846354166666668,1167.4396
25.878906250000004,931.20154
25.911458333333336,1016.6507
25.944010416666668,319.92108
25.976562500000004,1184.0645
26.009114583333336,458.18112
26.041666666666668,1245.0486
26.074218750000004,459.50964
26.106770833333336,1538.9688
26.139322916666668,470.58188
26.171875000000004,1379.0015
26.204427083333336,156.46523
26.236979166666668,1265.9889
26.269531250000004,234.49771
26.302083333333336,1371.8224
26.334635416666668,232.82018
26.367187500000004,1773.9609
26.399739583333336,661.9894
26.432291666666668,1523.0134
26.464843750000004,428.11383
26.497395833333336,1354.6588
26.529947916666668,167.99039
26.562500000000004,1706.2047
26.595052083333336,359.87845
26.627604166666668,1319.5842
26.660156250000004,153.5484
26.692708333333336,1611.7544
26.725260416666668,403.38254
26.757812500000004,1672.7699
26.790364583333336,294.00116
26.822916666666668,1632.7701
26.855468750000004,135.11223
26.888020833333336,1764.9462
26.920572916666668,547.3401
26.953125000000004,1778.3828
26.985677083333336,804.77203
27.018229166666668,2154.8232
27.050781250000004,237.75368
27.083333333333336,2283.0903
27.115885416666668,448.5608
27.148437500000004,2435.2668
27.180989583333336,510.75305
27.213541666666668,2482.7026
27.246093750000004,894.29645
27.278645833333336,2457.975
27.311197916666668,2723.4663
27.343750000000004,3599.9153
27.376302083333336,1325.6007
27.408854166666668,2301.586
27.441406250000004,1187.629
27.473958333333336,1528.9596
27.506510416666668,942.0351
27.539062500000004,1774.3428
27.571614583333336,957.34174
27.604166666666668,1147.5684
27.636718750000004,390.087
27.669270833333336,1665.2755
27.701822916666668,756.79895
27.734375000000004,1678.2117
27.766927083333336,582.9594
27.799479166666668,1359.9873
27.832031250000004,449.97333
27.864583333333336,1443.9792
27.897135416666668,580.1441
27.929687500000004,2015.7931
27.962239583333336,254.42558
27.994791666666668,1680.8755
28.027343750000004,375.93314
28.059895833333336,1812.5269
28.092447916666668,495.61203
28.125000000000004,1694.6213
28.157552083333336,296.0814
28.190104166666668,1587.6252
28.222656250000004,272.94928
28.255208333333336,1850.4734
28.287760416666668,535.936
28.320312500000004,1550.9619
28.352864583333336,812.4583
28.385416666666668,1075.9491
28.417968750000004,170.84901
28.450520833333336,1584.7218
28.483072916666668,569.0292
28.515625000000004,1115.6287
28.548177083333336,481.6537
28.580729166666668,1344.9086
28.613281250000004,356.8428
28.645833333333336,1250.9003
28.678385416666668,151.70593
28.710937500000004,1422.7986
28.743489583333336,442.92615
28.776041666666668,1439.976
28.808593750000004,483.19714
28.841145833333336,1670.1321
28.873697916666668,413.68076
28.906250000000004,1026.6803
28.938802083333336,478.38312
28.971354166666668,1289.8783
29.003906250000004,489.76855
29.036458333333336,1200.4185
29.069010416666668,709.9154
29.101562500000004,745.9795
29.134114583333336,981.1336
29.166666666666668,1139.5332
29.199218750000004,1291.8281
29.231770833333336,614.4515
29.264322916666668,4034.9285
29.296875000000004,6323.63
29.329427083333336,1289.9142
29.361979166666668,2331.521
29.394531250000004,454.6757
29.427083333333336,2120.7424
29.459635416666668,456.30164
29.492187500000004,1839.0886
29.524739583333336,454.64185
29.557291666666668,1741.3213
29.589843750000004,718.7487
29.622395833333336,1876.3243
29.654947916666668,432.0917
29.687500000000004,1862.8992
29.720052083333336,1039.6709
29.752604166666668,2143.2559
29.785156250000004,765.4871
29.817708333333336,1994.7113
29.850260416666668,682.087
29.882812500000004,2322.0596
29.915364583333336,711.1669
29.947916666666668,1763.0227
29.980468750000004,758.4481
30.013020833333336,1960.6338
30.045572916666668,737.56494
30.078125000000004,1817.678
30.110677083333336,1275.6669
30.143229166666668,2439.7178
30.175781250000004,594.9073
30.208333333333336,1999.558
30.240885416666668,490.0818
30.273437500000004,2036.8079
30.305989583333336,557.39404
30.338541666666668,2171.0742
30.371093750000004,783.6952
30.403645833333336,1943.7463
30.436197916666668,730.80273
30.468750000000004,2177.96
30.501302083333336,645.64703
30.533854166666668,1882.6195
30.566406250000004,549.97833
30.598958333333336,1924.2002
30.631510416666668,1210.1794
30.664062500000004,1874.7827
30.696614583333336,645.42914
30.729166666666668,2025.762
30.761718750000004,705.9137
30.794270833333336,1987.5282
30.826822916666668,903.05206
30.859375000000004,2126.3362
30.891927083333336,807.0616
30.924479166666668,2283.839
30.957031250000004,775.531
30.989583333333336,2136.2878
31.022135416666668,531.7104
31.054687500000004,2551.58
31.087239583333336,542.8046
31.119791666666668,2716.5024
31.152343750000004,799.19727
31.184895833333336,3330.4355
31.217447916666668,5704.5835
31.250000000000004,5426.1436
31.282552083333336,3398.5056
31.315104166666668,892.207
31.347656250000004,1875.5968
31.380208333333336,1321.5692
31.412760416666668,2227.1655
31.445312500000004,1913.9125
31.477864583333336,943.6586
31.510416666666668,1737.3257
31.542968750000004,1234.9506
31.575520833333336,1385.9875
31.608072916666668,1094.8468
31.640625000000004,1420.4354
31.673177083333336,1019.34375
31.705729166666668,975.48755
31.738281250000004,1649.5809
31.770833333333336,1762.1581
31.803385416666668,1542.2303
31.835937500000004,1729.5278
31.868489583333336,1474.2673
31.901041666666668,1908.1843
31.933593750000004,1249.7305
31.966145833333336,1927.3982
31.998697916666668,1357.2572
32.03125,1813.7522
32.063802083333336,875.20795
32.09635416666667,1647.2777
32.12890625,1524.0382
32.161458333333336,1515.8928
32.19401041666667,1335.8169
32.2265625,1587.7991
32.259114583333336,1248.5598
32.29166666666667,1109.2708
32.32421875,1616.2136
32.356770833333336,1915.0698
32.38932291666667,1221.5825
32.421875,1799.4978
32.454427083333336,1842.2881
32.48697916666667,1811.6512
32.51953125,1629.9692
32.552083333333336,1988.6289
32.58463541666667,1587.5708
32.6171875,1898.7346
32.649739583333336,1686.4902
32.68229166666667,1891.0925
32.71484375,2349.5415
32.747395833333336,1840.2
32.77994791666667,997.1139
32.8125,2119.9048
32.845052083333336,1316.5208
32.87760416666667,1663.755
32.91015625,1852.2452
32.942708333333336,1819.4855
32.97526041666667,2313.0554
33.0078125,2243.5437
33.040364583333336,1843.7687
33.07291666666667,1426.0602
33.10546875,2999.431
33.138020833333336,2557.303
33.17057291666667,8539.451
33.203125,1398.2101
33.235677083333336,775.6114
33.26822916666667,1572.693
33.30078125,1548.2919
33.333333333333336,2275.839
33.36588541666667,1448.9249
33.3984375,1583.6699
33.430989583333336,1792.5894
33.46354166666667,2363.9382
33.49609375,1522.975
33.528645833333336,1642.0049
33.56119791666667,1617.2275
33.59375,2385.7488
33.626302083333336,1914.1088
33.65885416666667,1946.1125
33.69140625,1230.4176
33.723958333333336,1728.1259
33.75651041666667,1411.1536
33.7890625,1936.8613
33.821614583333336,1167.6
33.85416666666667,1697.671
33.88671875,902.1192
33.919270833333336,1429.7477
33.95182291666667,1481.6415
33.984375,1564.9851
34.016927083333336,1605.3367
34.04947916666667,1504.2917
34.08203125,1336.7755
34.114583333333336,1600.6128
34.14713541666667,1280.6241
34.1796875,1888.4674
34.212239583333336,1076.8125
34.24479166666667,1183.7118
34.27734375,1441.1068
34.309895833333336,1552.4583
34.34244791666667,1104.2588
34.375,1415.336
34.407552083333336,1469.2064
34.44010416666667,1579.5234
34.47265625,1089.4136
34.505208333333336,1542.585
34.53776041666667,1228.4513
34.5703125,1089.3219
34.602864583333336,1718.9875
34.63541666666667,1404.5983
