Frequency (Hz),VBG Harmonics
5.989583333333334,2222.728
6.022135416666667,3784.6206
6.0546875,3215.8503
6.087239583333334,4505.6143
6.119791666666667,2004.5133
6.15234375,3845.5925
6.184895833333334,2395.7356
6.217447916666667,2696.0952
6.25,2515.3406
6.282552083333334,4277.002
6.315104166666667,2145.3198
6.347656250000001,4646.5103
6.380208333333334,1323.7661
6.412760416666667,2042.0402
6.445312500000001,3825.3953
6.477864583333334,2778.5583
6.510416666666667,3189.286
6.542968750000001,1455.4136
6.575520833333334,2782.6467
6.608072916666667,3046.7844
6.640625000000001,2514.4585
6.673177083333334,2376.2202
6.705729166666667,940.1949
6.738281250000001,3496.65
6.770833333333334,2216.3862
6.803385416666667,2354.3828
6.835937500000001,2218.102
6.868489583333334,2646.881
6.901041666666667,1940.234
6.933593750000001,3293.391
6.966145833333334,2515.5444
6.998697916666667,2528.1646
7.031250000000001,2409.792
7.063802083333334,2681.7734
7.096354166666667,1762.2288
7.128906250000001,2605.86
7.161458333333334,2322.3188
7.194010416666667,2274.3396
7.226562500000001,2424.3557
7.259114583333334,2126.152
7.291666666666667,2513.675
7.324218750000001,2261.1855
7.356770833333334,2665.9841
7.389322916666667,2177.8994
7.421875000000001,2485.3706
7.454427083333334,2080.2302
7.486979166666667,2589.4368
7.519531250000001,2126.2642
7.552083333333334,2471.2134
7.584635416666667,2234.2102
7.617187500000001,2535.6262
7.649739583333334,2405.2021
7.682291666666667,2361.3066
7.714843750000001,2511.229
7.747395833333334,2655.9138
7.779947916666667,1922.3782
7.812500000000001,3327.9958
7.845052083333334,2170.415
7.877604166666667,2467.8909
7.910156250000001,1943.6628
7.942708333333334,2515.632
7.975260416666667,1913.1216
8.0078125,2720.8123
8.040364583333334,2069.187
8.072916666666668,2823.589
8.10546875,1885.382
8.138020833333334,2817.3496
8.170572916666668,2033.165
8.203125,2856.3933
8.235677083333334,2322.2112
8.268229166666668,2787.9954
8.30078125,2179.971
8.333333333333334,2641.141
8.365885416666668,2387.213
8.3984375,2749.9695
8.430989583333334,2501.4626
8.463541666666668,2614.3706
8.49609375,2428.352
8.528645833333334,2724.1794
8.561197916666668,2516.0112
8.59375,2725.762
8.626302083333334,2516.7556
8.658854166666668,2639.5464
8.69140625,2869.9104
8.723958333333334,2628.2725
8.756510416666668,2725.5918
8.7890625,2693.8184
8.821614583333334,2571.5852
8.854166666666668,2629.4453
8.88671875,2597.4026
8.919270833333334,3164.2534
8.951822916666668,3158.6235
8.984375,3091.304
9.016927083333334,3083.6814
9.049479166666668,3321.3564
9.08203125,3296.346
9.114583333333334,3363.321
9.147135416666668,3882.3723
9.1796875,3265.0942
9.212239583333334,4146.2544
9.244791666666668,3753.616
9.27734375,4535.9287
9.309895833333334,3756.06
9.342447916666668,5068.5664
9.375,4145.539
9.407552083333334,5987.0728
9.440104166666668,5038.723
9.47265625,7029.176
9.505208333333334,5954.642
9.537760416666668,8302.212
9.5703125,7986.329
9.602864583333334,11947.533
9.635416666666668,12528.293
9.66796875,18964.643
9.700520833333334,25909.31
9.733072916666668,63411.793
9.765625,281115.56
9.798177083333334,43272.79
9.830729166666668,23352.092
9.86328125,15436.601
9.895833333333334,13000.183
9.928385416666668,8907.231
9.9609375,8940.433
9.993489583333334,6919.625
10.026041666666668,7044.013
10.05859375,5140.039
10.091145833333334,5641.106
10.123697916666668,4207.881
10.15625,5118.037
10.188802083333334,3550.2498
10.221354166666668,4460.352
10.25390625,3328.4622
10.286458333333334,4039.4177
10.319010416666668,2641.355
10.3515625,3766.867
10.384114583333334,2708.2063
10.416666666666668,3717.1045
10.44921875,2146.113
10.481770833333334,3304.8533
10.514322916666668,2077.2896
10.546875,2844.862
10.579427083333334,1742.2706
10.611979166666668,3223.124
10.64453125,1882.78
10.677083333333334,2945.049
10.709635416666668,1854.8256
10.7421875,2722.3967
10.774739583333334,1456.8411
10.807291666666668,2995.119
10.83984375,1749.9625
10.872395833333334,3098.0972
10.904947916666668,1404.1698
10.9375,2864.3027
10.970052083333334,1208.7721
11.002604166666668,2787.6055
11.03515625,1627.087
11.067708333333334,3120.2961
11.100260416666668,1463.5807
11.1328125,2749.087
11.165364583333334,1140.6885
11.197916666666668,2851.3328
11.23046875,1638.3073
11.263020833333334,2755.2021
11.295572916666668,1069.4751
11.328125,3346.07
11.360677083333334,721.2198
11.393229166666668,2805.5898
11.42578125,772.13696
11.458333333333334,3048.722
11.490885416666668,702.49347
11.5234375,2957.5496
11.555989583333334,531.56134
11.588541666666668,3103.556
11.62109375,150.14735
11.653645833333334,2519.1414
11.686197916666668,1659.806
11.71875,9768.776
11.751302083333334,1932.2069
11.783854166666668,3569.7842
11.81640625,1008.3517
11.848958333333334,3235.529
11.881510416666668,995.9183
11.9140625,3088.4238
11.946614583333334,917.752
11.979166666666668,2945.4207
12.01171875,733.66754
12.044270833333334,2960.9976
12.076822916666668,1124.0394
12.109375,2694.857
12.141927083333334,765.7601
12.174479166666668,2779.615
12.20703125,1049.0336
12.239583333333334,2744.228
12.272135416666668,1002.3462
12.3046875,2534.9382
12.337239583333334,1260.0941
12.369791666666668,2511.1375
12.40234375,1047.5594
12.434895833333334,2408.866
12.467447916666668,1103.1332
12.5,2829.312
12.532552083333334,1190.6138
12.565104166666668,2914.8684
12.597656250000002,1340.3757
12.630208333333334,2633.6216
12.662760416666668,1275.5995
12.695312500000002,2599.9685
12.727864583333334,1447.0469
12.760416666666668,2449.5874
12.792968750000002,1661.9735
12.825520833333334,2422.7869
12.858072916666668,1393.9728
12.890625000000002,2626.6514
12.923177083333334,1657.0391
12.955729166666668,2982.2988
12.988281250000002,1618.5223
13.020833333333334,2573.9617
13.053385416666668,1638.09
13.085937500000002,2574.6333
13.118489583333334,2081.7139
13.151041666666668,2519.401
13.183593750000002,2294.0837
13.216145833333334,2970.2107
13.248697916666668,2538.7861
13.281250000000002,3372.1611
13.313802083333334,3093.8887
13.346354166666668,3440.196
13.378906250000002,3546.537
13.411458333333334,4146.348
13.444010416666668,4603.321
13.476562500000002,4871.039
13.509114583333334,6130.1567
13.541666666666668,6655.2197
13.574218750000002,9549.255
13.606770833333334,13888.265
13.639322916666668,32393.707
13.671875000000002,91079.375
13.704427083333334,18240.947
13.736979166666668,10060.659
13.769531250000002,6275.9463
13.802083333333334,4801.097
13.834635416666668,3478.82
13.867187500000002,3610.5562
13.899739583333334,2162.4229
13.932291666666668,2660.4585
13.964843750000002,1514.7031
13.997395833333334,2417.9622
14.029947916666668,1278.4529
14.062500000000002,2066.0056
14.095052083333334,999.66144
14.127604166666668,1964.5927
14.160156250000002,832.0349
14.192708333333334,1947.2434
14.225260416666668,725.8282
14.257812500000002,2035.0331
14.290364583333334,722.7805
14.322916666666668,1728.168
14.355468750000002,662.49677
14.388020833333334,1800.5703
14.420572916666668,839.8116
14.453125000000002,1575.9298
14.485677083333334,1222.058
14.518229166666668,1702.897
14.550781250000002,793.2652
14.583333333333334,1608.212
14.615885416666668,1078.3318
14.648437500000002,1870.6483
14.680989583333334,1120.3744
14.713541666666668,1545.3608
14.746093750000002,640.218
14.778645833333334,1865.5964
14.811197916666668,1186.2448
14.843750000000002,1775.4641
14.876302083333334,919.30145
14.908854166666668,1648.874
14.941406250000002,956.04047
14.973958333333334,1593.1251
15.006510416666668,1117.1698
15.039062500000002,1724.0414
15.071614583333334,952.088
15.104166666666668,1434.4219
15.136718750000002,1310.1832
15.169270833333334,1717.623
15.201822916666668,890.52734
15.234375000000002,1677.1224
15.266927083333334,1016.1269
15.299479166666668,1565.3386
15.332031250000002,1051.0431
15.364583333333334,1410.8523
15.397135416666668,925.5612
15.429687500000002,1316.2817
15.462239583333334,1145.9874
15.494791666666668,1335.5287
15.527343750000002,1347.8306
15.559895833333334,1394.9563
15.592447916666668,2641.6836
15.625000000000002,2530.171
15.657552083333334,476.38538
15.690104166666668,1457.5227
15.722656250000002,200.16444
15.755208333333334,920.6353
15.787760416666668,666.4858
15.820312500000002,1310.6863
15.852864583333334,646.5585
15.885416666666668,1177.6578
15.917968750000002,560.2798
15.950520833333334,1109.7445
15.983072916666668,626.0851
16.015625,1060.8877
16.048177083333336,919.2839
16.080729166666668,857.9865
16.11328125,1013.92474
16.145833333333336,834.17224
16.178385416666668,1136.9114
16.2109375,1056.861
16.243489583333336,1247.5055
16.276041666666668,1208.324
16.30859375,1011.0309
16.341145833333336,1032.5184
16.373697916666668,1203.0546
16.40625,1004.9481
16.438802083333336,1098.8807
16.471354166666668,964.8706
16.50390625,1166.8655
16.536458333333336,930.9337
16.569010416666668,1400.7292
16.6015625,1187.7954
16.634114583333336,1307.935
16.666666666666668,743.59375
16.69921875,1396.9485
16.731770833333336,791.65497
16.764322916666668,1556.3535
16.796875,724.0814
16.829427083333336,1578.4828
16.861979166666668,880.5714
16.89453125,1648.7363
16.927083333333336,461.94553
16.959635416666668,1478.3125
16.9921875,997.0709
17.024739583333336,1514.0718
17.057291666666668,632.3003
17.08984375,1981.9694
17.122395833333336,863.39417
17.154947916666668,1994.4851
17.1875,857.4437
17.220052083333336,2048.608
17.252604166666668,834.6047
17.28515625,2172.446
17.317708333333336,449.6464
17.350260416666668,2470.2998
17.3828125,245.79848
17.415364583333336,3174.6116
17.447916666666668,202.31735
17.48046875,3959.7227
17.513020833333336,1801.8
17.545572916666668,11602.313
17.578125,17205.217
17.610677083333336,3504.1428
17.643229166666668,3430.4663
17.67578125,976.9831
17.708333333333336,2347.5464
17.740885416666668,998.6583
17.7734375,2275.1978
17.805989583333336,1291.8318
17.838541666666668,1889.8577
17.87109375,1187.861
17.903645833333336,2054.2444
17.936197916666668,1366.0736
17.96875,1659.39
18.001302083333336,1644.0
18.033854166666668,2067.235
18.06640625,1426.8228
18.098958333333336,1629.3654
18.131510416666668,1201.8345
18.1640625,1830.0658
18.196614583333336,1240.4451
18.229166666666668,1464.741
18.26171875,1584.1897
18.294270833333336,1701.5056
18.326822916666668,1236.0754
18.359375,1626.8512
18.391927083333336,1551.5453
18.424479166666668,1542.0588
18.45703125,1284.6321
18.489583333333336,1494.519
18.522135416666668,1453.6544
18.5546875,1618.849
18.587239583333336,1324.7378
18.619791666666668,1232.4834
18.65234375,724.9409
18.684895833333336,1253.5947
18.717447916666668,1172.1638
18.75,1341.4628
18.782552083333336,949.83856
18.815104166666668,1017.34424
18.84765625,890.2833
18.880208333333336,741.9249
18.912760416666668,1249.5042
18.9453125,1029.9832
18.977864583333336,797.31384
19.010416666666668,568.2021
19.04296875,1084.3083
19.075520833333336,668.621
19.108072916666668,1130.4421
19.140625,521.4303
19.173177083333336,1283.0336
19.205729166666668,707.1061
19.23828125,1061.5193
19.270833333333336,462.55875
19.303385416666668,1171.4016
19.3359375,533.53796
19.368489583333336,1039.6921
19.401041666666668,55.433754
19.43359375,1968.2245
19.466145833333336,476.4597
19.498697916666668,3952.9521
19.53125,2917.3328
19.563802083333336,313.5207
19.596354166666668,945.1011
19.62890625,664.58154
19.661458333333336,621.6871
19.694010416666668,946.37646
19.7265625,720.9223
19.759114583333336,1084.4059
19.791666666666668,524.15625
19.82421875,1040.3237
19.856770833333336,763.8337
19.889322916666668,1304.695
19.921875,914.05524
19.954427083333336,1429.5896
19.986979166666668,450.02502
20.01953125,1334.8257
20.052083333333336,909.9401
20.084635416666668,1607.0597
20.1171875,810.5121
20.149739583333336,1203.7648
20.182291666666668,724.49164
20.21484375,1573.1893
20.247395833333336,949.20197
20.279947916666668,1823.6106
20.3125,1038.3317
20.345052083333336,1709.2047
20.377604166666668,1384.8873
20.41015625,1765.9468
20.442708333333336,1055.9167
20.475260416666668,1641.7028
20.5078125,1138.3029
20.540364583333336,1709.6508
20.572916666666668,1153.7877
20.60546875,1782.4597
20.638020833333336,1071.6906
20.670572916666668,1734.1255
20.703125,1298.5428
20.735677083333336,1635.171
20.768229166666668,1491.5367
20.80078125,1817.0375
20.833333333333336,1367.6671
20.865885416666668,1704.809
20.8984375,1371.6917
20.930989583333336,1300.5402
20.963541666666668,1384.1423
20.99609375,1619.4215
21.028645833333336,1274.6278
21.061197916666668,1198.6938
21.09375,1377.9333
21.126302083333336,1501.4618
21.158854166666668,1510.7013
21.19140625,1057.7639
21.223958333333336,1593.4414
21.256510416666668,775.65845
21.2890625,1822.3519
21.321614583333336,597.1851
21.354166666666668,2636.297
21.38671875,1141.24
21.419270833333336,4175.4097
21.451822916666668,10273.559
21.484375,11869.344
21.516927083333336,7023.202
21.549479166666668,874.9846
21.58203125,4202.368
21.614583333333336,315.94196
21.647135416666668,2534.4111
21.6796875,612.597
21.712239583333336,2915.6184
21.744791666666668,264.13586
21.77734375,2500.5203
21.809895833333336,332.15402
21.842447916666668,1922.4406
21.875,254.25435
21.907552083333336,2132.9646
21.940104166666668,326.27036
21.97265625,1689.3231
22.005208333333336,190.49959
22.037760416666668,1662.5087
22.0703125,265.7281
22.102864583333336,1888.0458
22.135416666666668,53.083855
22.16796875,1830.7349
22.200520833333336,52.005455
22.233072916666668,1590.5348
22.265625,149.96056
22.298177083333336,1385.0193
22.330729166666668,137.35043
22.36328125,1210.3457
22.395833333333336,306.2985
22.428385416666668,1293.9199
22.4609375,295.0104
22.493489583333336,1299.5176
22.526041666666668,232.01205
22.55859375,1090.3956
22.591145833333336,419.42017
22.623697916666668,1050.8085
22.65625,514.74695
22.688802083333336,1054.4758
22.721354166666668,679.0093
22.75390625,1392.8705
22.786458333333336,796.08545
22.819010416666668,1299.6051
22.8515625,623.39233
22.884114583333336,1273.9714
22.916666666666668,637.63715
22.94921875,951.28064
22.981770833333336,914.12036
23.014322916666668,1390.1294
23.046875,826.0895
23.079427083333336,1133.1567
23.111979166666668,1036.6752
23.14453125,1422.4597
23.177083333333336,1081.1451
23.209635416666668,1372.973
23.2421875,971.2569
23.274739583333336,1523.6434
23.307291666666668,1227.7596
23.33984375,1373.1559
23.372395833333336,1033.0427
23.404947916666668,1269.4175
23.4375,2513.2612
23.470052083333336,2265.3262
23.502604166666668,1356.3511
23.53515625,2103.9644
23.567708333333336,1330.166
23.600260416666668,1730.8951
23.6328125,1437.3073
23.665364583333336,1957.5427
23.697916666666668,1582.6289
23.73046875,2147.6514
23.763020833333336,1569.693
23.795572916666668,2163.8945
23.828125,1198.1813
23.860677083333336,2112.7573
23.893229166666668,1301.3136
23.92578125,2376.9531
23.958333333333336,1618.598
23.990885416666668,1920.7538
24.0234375,1592.7764
24.055989583333336,2089.85
24.088541666666668,1381.2882
24.12109375,2246.2031
24.153645833333336,1440.3713
24.186197916666668,2043.5398
24.21875,1375.2723
24.251302083333336,2222.7517
24.283854166666668,1473.3983
24.31640625,2461.6233
24.348958333333336,1103.8055
24.381510416666668,2151.9475
24.4140625,1236.485
24.446614583333336,2519.3906
24.479166666666668,1293.4463
24.51171875,2177.185
24.544270833333336,1229.986
24.576822916666668,2337.686
24.609375,1371.237
24.641927083333336,2313.9172
24.674479166666668,1073.8375
24.70703125,2181.7314
24.739583333333336,1340.282
24.772135416666668,2222.6858
24.8046875,852.95935
24.837239583333336,2002.1199
24.869791666666668,719.8442
24.90234375,1887.6915
24.934895833333336,823.7631
24.967447916666668,2371.0764
25.0,756.8805
25.032552083333336,1779.9353
25.065104166666668,536.6509
25.097656250000004,2091.2468
25.130208333333336,516.40826
25.162760416666668,2185.0166
25.195312500000004,583.49774
25.227864583333336,2292.5408
25.260416666666668,637.3018
25.292968750000004,2835.7551
25.325520833333336,1534.9562
25.358072916666668,9111.597
25.390625000000004,4601.2383
25.423177083333336,2007.4353
25.455729166666668,1052.971
25.488281250000004,500.2719
25.520833333333336,1117.5021
25.553385416666668,686.17737
25.585937500000004,746.4449
25.618489583333336,772.66034
25.651041666666668,714.0178
25.683593750000004,1074.64
25.716145833333336,216.75015
25.748697916666668,727.69666
25.781250000000004,103.76957
25.813802083333336,595.84393
25.846354166666668,499.22906
25.878906250000004,491.49338
25.911458333333336,415.81564
25.944010416666668,140.77853
25.976562500000004,801.7819
26.009114583333336,263.69995
26.041666666666668,618.3577
26.074218750000004,282.5556
26.106770833333336,766.9663
26.139322916666668,201.05136
26.171875000000004,1072.1703
26.204427083333336,340.5654
26.236979166666668,1218.6793
26.269531250000004,960.916
26.302083333333336,939.6732
26.334635416666668,321.47617
26.367187500000004,1664.5594
26.399739583333336,836.4456
26.432291666666668,1405.249
26.464843750000004,812.81036
26.497395833333336,1190.8575
26.529947916666668,724.7949
26.562500000000004,1608.727
26.595052083333336,1173.076
26.627604166666668,1893.3065
26.660156250000004,1246.957
26.692708333333336,1847.8417
26.725260416666668,1300.5878
26.757812500000004,2059.185
26.790364583333336,1462.2947
26.822916666666668,1997.1221
26.855468750000004,1484.4045
26.888020833333336,1766.2914
26.920572916666668,1673.5537
26.953125000000004,2115.4714
26.985677083333336,1415.3278
27.018229166666668,2429.286
27.050781250000004,1603.3413
27.083333333333336,2398.3682
27.115885416666668,1754.6415
27.148437500000004,2407.8188
27.180989583333336,1645.3346
27.213541666666668,2418.0884
27.246093750000004,2358.6692
27.278645833333336,3540.4077
27.311197916666668,4302.96
27.343750000000004,1454.4288
27.376302083333336,438.2684
27.408854166666668,1581.2853
27.441406250000004,1660.1633
27.473958333333336,1797.5099
27.506510416666668,1522.947
27.539062500000004,1946.9012
27.571614583333336,1965.9922
27.604166666666668,1567.8579
27.636718750000004,1372.1748
27.669270833333336,1495.1978
27.701822916666668,1453.3562
27.734375000000004,1899.0123
27.766927083333336,1947.7317
27.799479166666668,1083.8729
27.832031250000004,1197.4254
27.864583333333336,1245.5468
27.897135416666668,1084.3691
27.929687500000004,1472.492
27.962239583333336,827.7528
27.994791666666668,1239.8499
28.027343750000004,978.2317
28.059895833333336,1178.4209
28.092447916666668,1381.6875
28.125000000000004,1083.7352
28.157552083333336,1084.2837
28.190104166666668,1033.4264
28.222656250000004,1172.2612
28.255208333333336,908.0727
28.287760416666668,985.14294
28.320312500000004,952.7681
28.352864583333336,1442.7843
28.385416666666668,947.2023
28.417968750000004,872.2222
28.450520833333336,882.1995
28.483072916666668,1205.3914
28.515625000000004,619.66077
28.548177083333336,878.66284
28.580729166666668,275.4253
28.613281250000004,491.9735
28.645833333333336,349.17056
28.678385416666668,716.9631
28.710937500000004,429.47137
28.743489583333336,449.33716
28.776041666666668,373.46393
28.808593750000004,246.3443
28.841145833333336,283.93027
28.873697916666668,265.45337
28.906250000000004,282.83685
28.938802083333336,195.18266
28.971354166666668,326.62076
29.003906250000004,333.063
29.036458333333336,423.49377
29.069010416666668,594.53094
29.101562500000004,205.35446
29.134114583333336,881.5136
29.166666666666668,338.74643
29.199218750000004,1378.0228
29.231770833333336,373.5511
29.264322916666668,4012.5476
29.296875000000004,6087.4805
29.329427083333336,1719.7983
29.361979166666668,1458.8649
29.394531250000004,269.00458
29.427083333333336,1363.2362
29.459635416666668,519.4388
29.492187500000004,1596.9163
29.524739583333336,754.6859
29.557291666666668,1765.248
29.589843750000004,937.8466
29.622395833333336,1747.6451
29.654947916666668,557.53906
29.687500000000004,2136.8342
29.720052083333336,1371.9126
29.752604166666668,2241.545
29.785156250000004,1179.3948
29.817708333333336,1909.9729
29.850260416666668,977.9783
29.882812500000004,2150.5776
29.915364583333336,1392.0249
29.947916666666668,1924.5066
29.980468750000004,1149.3505
30.013020833333336,2314.1277
30.045572916666668,1355.986
30.078125000000004,1829.419
30.110677083333336,1811.0605
30.143229166666668,2607.9285
30.175781250000004,1210.7433
30.208333333333336,2295.2585
30.240885416666668,877.2503
30.273437500000004,2415.3308
30.305989583333336,994.4931
30.338541666666668,2647.728
30.371093750000004,1803.7561
30.403645833333336,2358.0286
30.436197916666668,1280.5927
30.468750000000004,2657.5972
30.501302083333336,1670.3362
30.533854166666668,2501.924
30.566406250000004,1572.282
30.598958333333336,2407.0225
30.631510416666668,1564.835
30.664062500000004,2125.2976
30.696614583333336,1203.4662
30.729166666666668,2301.5273
30.761718750000004,1452.5457
30.794270833333336,2339.9
30.826822916666668,1544.0747
30.859375000000004,2057.4968
30.891927083333336,1145.5612
30.924479166666668,2333.6785
30.957031250000004,1775.2808
30.989583333333336,2129.9412
31.022135416666668,1010.9509
31.054687500000004,2029.2056
31.087239583333336,1661.1307
31.119791666666668,2033.4906
31.152343750000004,1618.636
31.184895833333336,2821.9028
31.217447916666668,3868.785
31.250000000000004,3209.3452
31.282552083333336,1615.9136
31.315104166666668,665.51227
31.347656250000004,223.85619
31.380208333333336,705.25696
31.412760416666668,896.88824
31.445312500000004,1580.9187
31.477864583333336,599.7416
31.510416666666668,753.1263
31.542968750000004,316.60965
31.575520833333336,677.9329
31.608072916666668,216.10147
31.640625000000004,413.7301
31.673177083333336,200.74866
31.705729166666668,685.54156
31.738281250000004,307.70215
31.770833333333336,662.10095
31.803385416666668,456.789
31.835937500000004,945.0677
31.868489583333336,451.92838
31.901041666666668,807.86694
31.933593750000004,361.9086
31.966145833333336,784.96094
31.998697916666668,512.7045
32.03125,857.7063
32.063802083333336,273.86783
32.09635416666667,368.32733
32.12890625,794.46765
32.161458333333336,930.0635
32.19401041666667,641.4859
32.2265625,826.1829
32.259114583333336,559.80035
32.29166666666667,582.3048
32.32421875,1144.2645
32.356770833333336,1031.6866
32.38932291666667,928.5847
32.421875,1073.3195
32.454427083333336,1446.6488
32.48697916666667,1506.6643
32.51953125,1286.3184
32.552083333333336,1652.9055
32.58463541666667,1246.2301
32.6171875,1712.0039
32.649739583333336,1164.4222
32.68229166666667,1841.0956
32.71484375,1978.8225
32.747395833333336,2265.0312
32.77994791666667,874.66943
32.8125,2055.4841
32.845052083333336,887.8239
32.87760416666667,1830.8148
32.91015625,1404.884
32.942708333333336,2088.3982
32.97526041666667,1299.7355
33.0078125,2371.9102
33.040364583333336,1155.4149
33.07291666666667,2337.0725
33.10546875,543.9056
33.138020833333336,3712.548
33.17057291666667,4334.734
33.203125,2399.5798
33.235677083333336,3549.7732
33.26822916666667,1333.5948
33.30078125,2528.391
33.333333333333336,2088.826
33.36588541666667,3091.219
33.3984375,1698.1095
33.430989583333336,2111.9092
33.46354166666667,1778.9899
33.49609375,2272.938
33.528645833333336,1802.1506
33.56119791666667,2157.09
33.59375,2322.2136
33.626302083333336,2148.639
33.65885416666667,1985.3898
33.69140625,1824.3651
33.723958333333336,2213.3843
33.75651041666667,2037.4141
33.7890625,2342.6404
33.821614583333336,1734.6836
33.85416666666667,1934.7728
33.88671875,1568.411
33.919270833333336,1915.5963
33.95182291666667,1685.0961
33.984375,2036.4863
34.016927083333336,1488.7819
34.04947916666667,1975.0573
34.08203125,1249.2202
34.114583333333336,1894.9878
34.14713541666667,1496.9098
34.1796875,1932.8994
34.212239583333336,1252.9937
34.24479166666667,1801.24
34.27734375,1158.7139
34.309895833333336,1623.3992
34.34244791666667,1149.5452
34.375,1732.5441
34.407552083333336,853.9336
34.44010416666667,1678.7084
34.47265625,527.77515
34.505208333333336,1398.5702
34.53776041666667,666.37427
34.5703125,1284.3271
34.602864583333336,474.83957
34.63541666666667,1352.8666
