Frequency (Hz),VCGAUX Harmonics
5.924479166666667,0.0
5.95703125,0.0
5.989583333333334,0.0
6.022135416666667,0.0
6.0546875,0.0
6.087239583333334,0.0
6.119791666666667,0.0
6.15234375,0.0
6.184895833333334,0.0
6.217447916666667,0.0
6.25,0.0
6.282552083333334,0.0
6.315104166666667,0.0
6.347656250000001,0.0
6.380208333333334,0.0
6.412760416666667,0.0
6.445312500000001,0.0
6.477864583333334,0.0
6.510416666666667,0.0
6.542968750000001,0.0
6.575520833333334,0.0
6.608072916666667,0.0
6.640625000000001,0.0
6.673177083333334,0.0
6.705729166666667,0.0
6.738281250000001,0.0
6.770833333333334,0.0
6.803385416666667,0.0
6.835937500000001,0.0
6.868489583333334,0.0
6.901041666666667,0.0
6.933593750000001,0.0
6.966145833333334,0.0
6.998697916666667,0.0
7.031250000000001,0.0
7.063802083333334,0.0
7.096354166666667,0.0
7.128906250000001,0.0
7.161458333333334,0.0
7.194010416666667,0.0
7.226562500000001,0.0
7.259114583333334,0.0
7.291666666666667,0.0
7.324218750000001,0.0
7.356770833333334,0.0
7.389322916666667,0.0
7.421875000000001,0.0
7.454427083333334,0.0
7.486979166666667,0.0
7.519531250000001,0.0
7.552083333333334,0.0
7.584635416666667,0.0
7.617187500000001,0.0
7.649739583333334,0.0
7.682291666666667,0.0
7.714843750000001,0.0
7.747395833333334,0.0
7.779947916666667,0.0
7.812500000000001,0.0
7.845052083333334,0.0
7.877604166666667,0.0
7.910156250000001,0.0
7.942708333333334,0.0
7.975260416666667,0.0
8.0078125,0.0
8.040364583333334,0.0
8.072916666666668,0.0
8.10546875,0.0
8.138020833333334,0.0
8.170572916666668,0.0
8.203125,0.0
8.235677083333334,0.0
8.268229166666668,0.0
8.30078125,0.0
8.333333333333334,0.0
8.365885416666668,0.0
8.3984375,0.0
8.430989583333334,0.0
8.463541666666668,0.0
8.49609375,0.0
8.528645833333334,0.0
8.561197916666668,0.0
8.59375,0.0
8.626302083333334,0.0
8.658854166666668,0.0
8.69140625,0.0
8.723958333333334,0.0
8.756510416666668,0.0
8.7890625,0.0
8.821614583333334,0.0
8.854166666666668,0.0
8.88671875,0.0
8.919270833333334,0.0
8.951822916666668,0.0
8.984375,0.0
9.016927083333334,0.0
9.049479166666668,0.0
9.08203125,0.0
9.114583333333334,0.0
9.147135416666668,0.0
9.1796875,0.0
9.212239583333334,0.0
9.244791666666668,0.0
9.27734375,0.0
9.309895833333334,0.0
9.342447916666668,0.0
9.375,0.0
9.407552083333334,0.0
9.440104166666668,0.0
9.47265625,0.0
9.505208333333334,0.0
9.537760416666668,0.0
9.5703125,0.0
9.602864583333334,0.0
9.635416666666668,0.0
9.66796875,0.0
9.700520833333334,0.0
9.733072916666668,0.0
9.765625,0.0
9.798177083333334,0.0
9.830729166666668,0.0
9.86328125,0.0
9.895833333333334,0.0
9.928385416666668,0.0
9.9609375,0.0
9.993489583333334,0.0
10.026041666666668,0.0
10.05859375,0.0
10.091145833333334,0.0
10.123697916666668,0.0
10.15625,0.0
10.188802083333334,0.0
10.221354166666668,0.0
10.25390625,0.0
10.286458333333334,0.0
10.319010416666668,0.0
10.3515625,0.0
10.384114583333334,0.0
10.416666666666668,0.0
10.44921875,0.0
10.481770833333334,0.0
10.514322916666668,0.0
10.546875,0.0
10.579427083333334,0.0
10.611979166666668,0.0
10.64453125,0.0
10.677083333333334,0.0
10.709635416666668,0.0
10.7421875,0.0
10.774739583333334,0.0
10.807291666666668,0.0
10.83984375,0.0
10.872395833333334,0.0
10.904947916666668,0.0
10.9375,0.0
10.970052083333334,0.0
11.002604166666668,0.0
11.03515625,0.0
11.067708333333334,0.0
11.100260416666668,0.0
11.1328125,0.0
11.165364583333334,0.0
11.197916666666668,0.0
11.23046875,0.0
11.263020833333334,0.0
11.295572916666668,0.0
11.328125,0.0
11.360677083333334,0.0
11.393229166666668,0.0
11.42578125,0.0
11.458333333333334,0.0
11.490885416666668,0.0
11.5234375,0.0
11.555989583333334,0.0
11.588541666666668,0.0
11.62109375,0.0
11.653645833333334,0.0
11.686197916666668,0.0
11.71875,0.0
11.751302083333334,0.0
11.783854166666668,0.0
11.81640625,0.0
11.848958333333334,0.0
11.881510416666668,0.0
11.9140625,0.0
11.946614583333334,0.0
11.979166666666668,0.0
12.01171875,0.0
12.044270833333334,0.0
12.076822916666668,0.0
12.109375,0.0
12.141927083333334,0.0
12.174479166666668,0.0
12.20703125,0.0
12.239583333333334,0.0
12.272135416666668,0.0
12.3046875,0.0
12.337239583333334,0.0
12.369791666666668,0.0
12.40234375,0.0
12.434895833333334,0.0
12.467447916666668,0.0
12.5,0.0
12.532552083333334,0.0
12.565104166666668,0.0
12.597656250000002,0.0
12.630208333333334,0.0
12.662760416666668,0.0
12.695312500000002,0.0
12.727864583333334,0.0
12.760416666666668,0.0
12.792968750000002,0.0
12.825520833333334,0.0
12.858072916666668,0.0
12.890625000000002,0.0
12.923177083333334,0.0
12.955729166666668,0.0
12.988281250000002,0.0
13.020833333333334,0.0
13.053385416666668,0.0
13.085937500000002,0.0
13.118489583333334,0.0
13.151041666666668,0.0
13.183593750000002,0.0
13.216145833333334,0.0
13.248697916666668,0.0
13.281250000000002,0.0
13.313802083333334,0.0
13.346354166666668,0.0
13.378906250000002,0.0
13.411458333333334,0.0
13.444010416666668,0.0
13.476562500000002,0.0
13.509114583333334,0.0
13.541666666666668,0.0
13.574218750000002,0.0
13.606770833333334,0.0
13.639322916666668,0.0
13.671875000000002,0.0
13.704427083333334,0.0
13.736979166666668,0.0
13.769531250000002,0.0
13.802083333333334,0.0
13.834635416666668,0.0
13.867187500000002,0.0
13.899739583333334,0.0
13.932291666666668,0.0
13.964843750000002,0.0
13.997395833333334,0.0
14.029947916666668,0.0
14.062500000000002,0.0
14.095052083333334,0.0
14.127604166666668,0.0
14.160156250000002,0.0
14.192708333333334,0.0
14.225260416666668,0.0
14.257812500000002,0.0
14.290364583333334,0.0
14.322916666666668,0.0
14.355468750000002,0.0
14.388020833333334,0.0
14.420572916666668,0.0
14.453125000000002,0.0
14.485677083333334,0.0
14.518229166666668,0.0
14.550781250000002,0.0
14.583333333333334,0.0
14.615885416666668,0.0
14.648437500000002,0.0
14.680989583333334,0.0
14.713541666666668,0.0
14.746093750000002,0.0
14.778645833333334,0.0
14.811197916666668,0.0
14.843750000000002,0.0
14.876302083333334,0.0
14.908854166666668,0.0
14.941406250000002,0.0
14.973958333333334,0.0
15.006510416666668,0.0
15.039062500000002,0.0
15.071614583333334,0.0
15.104166666666668,0.0
15.136718750000002,0.0
15.169270833333334,0.0
15.201822916666668,0.0
15.234375000000002,0.0
15.266927083333334,0.0
15.299479166666668,0.0
15.332031250000002,0.0
15.364583333333334,0.0
15.397135416666668,0.0
15.429687500000002,0.0
15.462239583333334,0.0
15.494791666666668,0.0
15.527343750000002,0.0
15.559895833333334,0.0
15.592447916666668,0.0
15.625000000000002,0.0
15.657552083333334,0.0
15.690104166666668,0.0
15.722656250000002,0.0
15.755208333333334,0.0
15.787760416666668,0.0
15.820312500000002,0.0
15.852864583333334,0.0
15.885416666666668,0.0
15.917968750000002,0.0
15.950520833333334,0.0
15.983072916666668,0.0
16.015625,0.0
16.048177083333336,0.0
16.080729166666668,0.0
16.11328125,0.0
16.145833333333336,0.0
16.178385416666668,0.0
16.2109375,0.0
16.243489583333336,0.0
16.276041666666668,0.0
16.30859375,0.0
16.341145833333336,0.0
16.373697916666668,0.0
16.40625,0.0
16.438802083333336,0.0
16.471354166666668,0.0
16.50390625,0.0
16.536458333333336,0.0
16.569010416666668,0.0
16.6015625,0.0
16.634114583333336,0.0
16.666666666666668,0.0
16.69921875,0.0
16.731770833333336,0.0
16.764322916666668,0.0
16.796875,0.0
16.829427083333336,0.0
16.861979166666668,0.0
16.89453125,0.0
16.927083333333336,0.0
16.959635416666668,0.0
16.9921875,0.0
17.024739583333336,0.0
17.057291666666668,0.0
17.08984375,0.0
17.122395833333336,0.0
17.154947916666668,0.0
17.1875,0.0
17.220052083333336,0.0
17.252604166666668,0.0
17.28515625,0.0
17.317708333333336,0.0
17.350260416666668,0.0
17.3828125,0.0
17.415364583333336,0.0
17.447916666666668,0.0
17.48046875,0.0
17.513020833333336,0.0
17.545572916666668,0.0
17.578125,0.0
17.610677083333336,0.0
17.643229166666668,0.0
17.67578125,0.0
17.708333333333336,0.0
17.740885416666668,0.0
17.7734375,0.0
17.805989583333336,0.0
17.838541666666668,0.0
17.87109375,0.0
17.903645833333336,0.0
17.936197916666668,0.0
17.96875,0.0
18.001302083333336,0.0
18.033854166666668,0.0
18.06640625,0.0
18.098958333333336,0.0
18.131510416666668,0.0
18.1640625,0.0
18.196614583333336,0.0
18.229166666666668,0.0
18.26171875,0.0
18.294270833333336,0.0
18.326822916666668,0.0
18.359375,0.0
18.391927083333336,0.0
18.424479166666668,0.0
18.45703125,0.0
18.489583333333336,0.0
18.522135416666668,0.0
18.5546875,0.0
18.587239583333336,0.0
18.619791666666668,0.0
18.65234375,0.0
18.684895833333336,0.0
18.717447916666668,0.0
18.75,0.0
18.782552083333336,0.0
18.815104166666668,0.0
18.84765625,0.0
18.880208333333336,0.0
18.912760416666668,0.0
18.9453125,0.0
18.977864583333336,0.0
19.010416666666668,0.0
19.04296875,0.0
19.075520833333336,0.0
19.108072916666668,0.0
19.140625,0.0
19.173177083333336,0.0
19.205729166666668,0.0
19.23828125,0.0
19.270833333333336,0.0
19.303385416666668,0.0
19.3359375,0.0
19.368489583333336,0.0
19.401041666666668,0.0
19.43359375,0.0
19.466145833333336,0.0
19.498697916666668,0.0
19.53125,0.0
19.563802083333336,0.0
19.596354166666668,0.0
19.62890625,0.0
19.661458333333336,0.0
19.694010416666668,0.0
19.7265625,0.0
19.759114583333336,0.0
19.791666666666668,0.0
19.82421875,0.0
19.856770833333336,0.0
19.889322916666668,0.0
19.921875,0.0
19.954427083333336,0.0
19.986979166666668,0.0
20.01953125,0.0
20.052083333333336,0.0
20.084635416666668,0.0
20.1171875,0.0
20.149739583333336,0.0
20.182291666666668,0.0
20.21484375,0.0
20.247395833333336,0.0
20.279947916666668,0.0
20.3125,0.0
20.345052083333336,0.0
20.377604166666668,0.0
20.41015625,0.0
20.442708333333336,0.0
20.475260416666668,0.0
20.5078125,0.0
20.540364583333336,0.0
20.572916666666668,0.0
20.60546875,0.0
20.638020833333336,0.0
20.670572916666668,0.0
20.703125,0.0
20.735677083333336,0.0
20.768229166666668,0.0
20.80078125,0.0
20.833333333333336,0.0
20.865885416666668,0.0
20.8984375,0.0
20.930989583333336,0.0
20.963541666666668,0.0
20.99609375,0.0
21.028645833333336,0.0
21.061197916666668,0.0
21.09375,0.0
21.126302083333336,0.0
21.158854166666668,0.0
21.19140625,0.0
21.223958333333336,0.0
21.256510416666668,0.0
21.2890625,0.0
21.321614583333336,0.0
21.354166666666668,0.0
21.38671875,0.0
21.419270833333336,0.0
21.451822916666668,0.0
21.484375,0.0
21.516927083333336,0.0
21.549479166666668,0.0
21.58203125,0.0
21.614583333333336,0.0
21.647135416666668,0.0
21.6796875,0.0
21.712239583333336,0.0
21.744791666666668,0.0
21.77734375,0.0
21.809895833333336,0.0
21.842447916666668,0.0
21.875,0.0
21.907552083333336,0.0
21.940104166666668,0.0
21.97265625,0.0
22.005208333333336,0.0
22.037760416666668,0.0
22.0703125,0.0
22.102864583333336,0.0
22.135416666666668,0.0
22.16796875,0.0
22.200520833333336,0.0
22.233072916666668,0.0
22.265625,0.0
22.298177083333336,0.0
22.330729166666668,0.0
22.36328125,0.0
22.395833333333336,0.0
22.428385416666668,0.0
22.4609375,0.0
22.493489583333336,0.0
22.526041666666668,0.0
22.55859375,0.0
22.591145833333336,0.0
22.623697916666668,0.0
22.65625,0.0
22.688802083333336,0.0
22.721354166666668,0.0
22.75390625,0.0
22.786458333333336,0.0
22.819010416666668,0.0
22.8515625,0.0
22.884114583333336,0.0
22.916666666666668,0.0
22.94921875,0.0
22.981770833333336,0.0
23.014322916666668,0.0
23.046875,0.0
23.079427083333336,0.0
23.111979166666668,0.0
23.14453125,0.0
23.177083333333336,0.0
23.209635416666668,0.0
23.2421875,0.0
23.274739583333336,0.0
23.307291666666668,0.0
23.33984375,0.0
23.372395833333336,0.0
23.404947916666668,0.0
23.4375,0.0
23.470052083333336,0.0
23.502604166666668,0.0
23.53515625,0.0
23.567708333333336,0.0
23.600260416666668,0.0
23.6328125,0.0
23.665364583333336,0.0
23.697916666666668,0.0
23.73046875,0.0
23.763020833333336,0.0
23.795572916666668,0.0
23.828125,0.0
23.860677083333336,0.0
23.893229166666668,0.0
23.92578125,0.0
23.958333333333336,0.0
23.990885416666668,0.0
24.0234375,0.0
24.055989583333336,0.0
24.088541666666668,0.0
24.12109375,0.0
24.153645833333336,0.0
24.186197916666668,0.0
24.21875,0.0
24.251302083333336,0.0
24.283854166666668,0.0
24.31640625,0.0
24.348958333333336,0.0
24.381510416666668,0.0
24.4140625,0.0
24.446614583333336,0.0
24.479166666666668,0.0
24.51171875,0.0
24.544270833333336,0.0
24.576822916666668,0.0
24.609375,0.0
24.641927083333336,0.0
24.674479166666668,0.0
24.70703125,0.0
24.739583333333336,0.0
24.772135416666668,0.0
24.8046875,0.0
24.837239583333336,0.0
24.869791666666668,0.0
24.90234375,0.0
24.934895833333336,0.0
24.967447916666668,0.0
25.0,0.0
25.032552083333336,0.0
25.065104166666668,0.0
25.097656250000004,0.0
25.130208333333336,0.0
25.162760416666668,0.0
25.195312500000004,0.0
25.227864583333336,0.0
25.260416666666668,0.0
25.292968750000004,0.0
25.325520833333336,0.0
25.358072916666668,0.0
25.390625000000004,0.0
25.423177083333336,0.0
25.455729166666668,0.0
25.488281250000004,0.0
25.520833333333336,0.0
25.553385416666668,0.0
25.585937500000004,0.0
25.618489583333336,0.0
25.651041666666668,0.0
25.683593750000004,0.0
25.716145833333336,0.0
25.748697916666668,0.0
25.781250000000004,0.0
25.813802083333336,0.0
25.846354166666668,0.0
25.878906250000004,0.0
25.911458333333336,0.0
25.944010416666668,0.0
25.976562500000004,0.0
26.009114583333336,0.0
26.041666666666668,0.0
26.074218750000004,0.0
26.106770833333336,0.0
26.139322916666668,0.0
26.171875000000004,0.0
26.204427083333336,0.0
26.236979166666668,0.0
26.269531250000004,0.0
26.302083333333336,0.0
26.334635416666668,0.0
26.367187500000004,0.0
26.399739583333336,0.0
26.432291666666668,0.0
26.464843750000004,0.0
26.497395833333336,0.0
26.529947916666668,0.0
26.562500000000004,0.0
26.595052083333336,0.0
26.627604166666668,0.0
26.660156250000004,0.0
26.692708333333336,0.0
26.725260416666668,0.0
26.757812500000004,0.0
26.790364583333336,0.0
26.822916666666668,0.0
26.855468750000004,0.0
26.888020833333336,0.0
26.920572916666668,0.0
26.953125000000004,0.0
26.985677083333336,0.0
27.018229166666668,0.0
27.050781250000004,0.0
27.083333333333336,0.0
27.115885416666668,0.0
27.148437500000004,0.0
27.180989583333336,0.0
27.213541666666668,0.0
27.246093750000004,0.0
27.278645833333336,0.0
27.311197916666668,0.0
27.343750000000004,0.0
27.376302083333336,0.0
27.408854166666668,0.0
27.441406250000004,0.0
27.473958333333336,0.0
27.506510416666668,0.0
27.539062500000004,0.0
27.571614583333336,0.0
27.604166666666668,0.0
27.636718750000004,0.0
27.669270833333336,0.0
27.701822916666668,0.0
27.734375000000004,0.0
27.766927083333336,0.0
27.799479166666668,0.0
27.832031250000004,0.0
27.864583333333336,0.0
27.897135416666668,0.0
27.929687500000004,0.0
27.962239583333336,0.0
27.994791666666668,0.0
28.027343750000004,0.0
28.059895833333336,0.0
28.092447916666668,0.0
28.125000000000004,0.0
28.157552083333336,0.0
28.190104166666668,0.0
28.222656250000004,0.0
28.255208333333336,0.0
28.287760416666668,0.0
28.320312500000004,0.0
28.352864583333336,0.0
28.385416666666668,0.0
28.417968750000004,0.0
28.450520833333336,0.0
28.483072916666668,0.0
28.515625000000004,0.0
28.548177083333336,0.0
28.580729166666668,0.0
28.613281250000004,0.0
28.645833333333336,0.0
28.678385416666668,0.0
28.710937500000004,0.0
28.743489583333336,0.0
28.776041666666668,0.0
28.808593750000004,0.0
28.841145833333336,0.0
28.873697916666668,0.0
28.906250000000004,0.0
28.938802083333336,0.0
28.971354166666668,0.0
29.003906250000004,0.0
29.036458333333336,0.0
29.069010416666668,0.0
29.101562500000004,0.0
29.134114583333336,0.0
29.166666666666668,0.0
29.199218750000004,0.0
29.231770833333336,0.0
29.264322916666668,0.0
29.296875000000004,0.0
29.329427083333336,0.0
29.361979166666668,0.0
29.394531250000004,0.0
29.427083333333336,0.0
29.459635416666668,0.0
29.492187500000004,0.0
29.524739583333336,0.0
29.557291666666668,0.0
29.589843750000004,0.0
29.622395833333336,0.0
29.654947916666668,0.0
29.687500000000004,0.0
29.720052083333336,0.0
29.752604166666668,0.0
29.785156250000004,0.0
29.817708333333336,0.0
29.850260416666668,0.0
29.882812500000004,0.0
29.915364583333336,0.0
29.947916666666668,0.0
29.980468750000004,0.0
30.013020833333336,0.0
30.045572916666668,0.0
30.078125000000004,0.0
30.110677083333336,0.0
30.143229166666668,0.0
30.175781250000004,0.0
30.208333333333336,0.0
30.240885416666668,0.0
30.273437500000004,0.0
30.305989583333336,0.0
30.338541666666668,0.0
30.371093750000004,0.0
30.403645833333336,0.0
30.436197916666668,0.0
30.468750000000004,0.0
30.501302083333336,0.0
30.533854166666668,0.0
30.566406250000004,0.0
30.598958333333336,0.0
30.631510416666668,0.0
30.664062500000004,0.0
30.696614583333336,0.0
30.729166666666668,0.0
30.761718750000004,0.0
30.794270833333336,0.0
30.826822916666668,0.0
30.859375000000004,0.0
30.891927083333336,0.0
30.924479166666668,0.0
30.957031250000004,0.0
30.989583333333336,0.0
31.022135416666668,0.0
31.054687500000004,0.0
31.087239583333336,0.0
31.119791666666668,0.0
31.152343750000004,0.0
31.184895833333336,0.0
31.217447916666668,0.0
31.250000000000004,0.0
31.282552083333336,0.0
31.315104166666668,0.0
31.347656250000004,0.0
31.380208333333336,0.0
31.412760416666668,0.0
31.445312500000004,0.0
31.477864583333336,0.0
31.510416666666668,0.0
31.542968750000004,0.0
31.575520833333336,0.0
31.608072916666668,0.0
31.640625000000004,0.0
31.673177083333336,0.0
31.705729166666668,0.0
31.738281250000004,0.0
31.770833333333336,0.0
31.803385416666668,0.0
31.835937500000004,0.0
31.868489583333336,0.0
31.901041666666668,0.0
31.933593750000004,0.0
31.966145833333336,0.0
31.998697916666668,0.0
32.03125,0.0
32.063802083333336,0.0
32.09635416666667,0.0
32.12890625,0.0
32.161458333333336,0.0
32.19401041666667,0.0
32.2265625,0.0
32.259114583333336,0.0
32.29166666666667,0.0
32.32421875,0.0
32.356770833333336,0.0
32.38932291666667,0.0
32.421875,0.0
32.454427083333336,0.0
32.48697916666667,0.0
32.51953125,0.0
32.552083333333336,0.0
32.58463541666667,0.0
32.6171875,0.0
32.649739583333336,0.0
32.68229166666667,0.0
32.71484375,0.0
32.747395833333336,0.0
32.77994791666667,0.0
32.8125,0.0
32.845052083333336,0.0
32.87760416666667,0.0
32.91015625,0.0
32.942708333333336,0.0
32.97526041666667,0.0
33.0078125,0.0
33.040364583333336,0.0
33.07291666666667,0.0
33.10546875,0.0
33.138020833333336,0.0
33.17057291666667,0.0
33.203125,0.0
33.235677083333336,0.0
33.26822916666667,0.0
33.30078125,0.0
33.333333333333336,0.0
33.36588541666667,0.0
33.3984375,0.0
33.430989583333336,0.0
33.46354166666667,0.0
33.49609375,0.0
33.528645833333336,0.0
33.56119791666667,0.0
33.59375,0.0
33.626302083333336,0.0
33.65885416666667,0.0
33.69140625,0.0
33.723958333333336,0.0
33.75651041666667,0.0
33.7890625,0.0
33.821614583333336,0.0
33.85416666666667,0.0
33.88671875,0.0
33.919270833333336,0.0
33.95182291666667,0.0
33.984375,0.0
34.016927083333336,0.0
34.04947916666667,0.0
34.08203125,0.0
34.114583333333336,0.0
34.14713541666667,0.0
34.1796875,0.0
34.212239583333336,0.0
34.24479166666667,0.0
34.27734375,0.0
34.309895833333336,0.0
34.34244791666667,0.0
34.375,0.0
34.407552083333336,0.0
34.44010416666667,0.0
34.47265625,0.0
34.505208333333336,0.0
34.53776041666667,0.0
34.5703125,0.0
34.602864583333336,0.0
34.63541666666667,0.0
34.66796875,0.0
34.700520833333336,0.0
34.73307291666667,0.0
34.765625,0.0
34.798177083333336,0.0
34.83072916666667,0.0
34.86328125,0.0
34.895833333333336,0.0
34.92838541666667,0.0
34.9609375,0.0
34.993489583333336,0.0
35.02604166666667,0.0
35.05859375,0.0
35.091145833333336,0.0
35.12369791666667,0.0
35.15625,0.0
35.188802083333336,0.0
35.22135416666667,0.0
35.25390625,0.0
35.286458333333336,0.0
35.31901041666667,0.0
35.3515625,0.0
35.384114583333336,0.0
35.41666666666667,0.0
35.44921875,0.0
35.481770833333336,0.0
35.51432291666667,0.0
35.546875,0.0
35.579427083333336,0.0
35.61197916666667,0.0
35.64453125,0.0
35.677083333333336,0.0
35.70963541666667,0.0
35.7421875,0.0
35.774739583333336,0.0
35.80729166666667,0.0
35.83984375,0.0
35.872395833333336,0.0
35.90494791666667,0.0
35.9375,0.0
35.970052083333336,0.0
36.00260416666667,0.0
36.03515625,0.0
36.067708333333336,0.0
36.10026041666667,0.0
36.1328125,0.0
36.165364583333336,0.0
36.19791666666667,0.0
36.23046875,0.0
36.263020833333336,0.0
36.29557291666667,0.0
36.328125,0.0
36.360677083333336,0.0
36.39322916666667,0.0
36.42578125,0.0
36.458333333333336,0.0
36.49088541666667,0.0
36.5234375,0.0
36.555989583333336,0.0
36.58854166666667,0.0
36.62109375,0.0
36.653645833333336,0.0
36.68619791666667,0.0
36.71875,0.0
36.751302083333336,0.0
36.78385416666667,0.0
36.81640625,0.0
36.848958333333336,0.0
36.88151041666667,0.0
36.9140625,0.0
36.946614583333336,0.0
36.97916666666667,0.0
37.01171875,0.0
37.044270833333336,0.0
37.07682291666667,0.0
37.109375,0.0
37.141927083333336,0.0
37.17447916666667,0.0
37.20703125,0.0
37.239583333333336,0.0
37.27213541666667,0.0
37.3046875,0.0
37.337239583333336,0.0
37.36979166666667,0.0
37.40234375,0.0
37.434895833333336,0.0
37.46744791666667,0.0
37.5,0.0
37.532552083333336,0.0
37.56510416666667,0.0
37.59765625,0.0
37.630208333333336,0.0
37.66276041666667,0.0
37.6953125,0.0
37.727864583333336,0.0
37.76041666666667,0.0
37.79296875,0.0
37.825520833333336,0.0
37.85807291666667,0.0
37.890625,0.0
37.923177083333336,0.0
37.95572916666667,0.0
37.98828125,0.0
38.020833333333336,0.0
38.05338541666667,0.0
38.0859375,0.0
38.118489583333336,0.0
38.15104166666667,0.0
38.18359375,0.0
38.216145833333336,0.0
38.24869791666667,0.0
38.28125,0.0
38.313802083333336,0.0
38.34635416666667,0.0
38.37890625,0.0
38.411458333333336,0.0
38.44401041666667,0.0
38.4765625,0.0
38.509114583333336,0.0
38.54166666666667,0.0
38.57421875,0.0
38.606770833333336,0.0
38.63932291666667,0.0
38.671875,0.0
38.704427083333336,0.0
38.73697916666667,0.0
38.76953125,0.0
38.802083333333336,0.0
38.83463541666667,0.0
38.8671875,0.0
38.899739583333336,0.0
38.93229166666667,0.0
38.96484375,0.0
38.997395833333336,0.0
39.02994791666667,0.0
39.0625,0.0
39.095052083333336,0.0
39.12760416666667,0.0
39.16015625,0.0
39.192708333333336,0.0
39.22526041666667,0.0
39.2578125,0.0
